year,school_name_x,school_name_y,ptr,neighborhood,zip_code
2022,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,High School for Health Professions and Human Services,18.9,Union Square - Lower East Side,10003
2019,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,High School for Innovation in Advertising and Media,11,Canarsie - Flatlands,11236
2020,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,High School for Innovation in Advertising and Media,9,Canarsie - Flatlands,11236
2022,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,High School for Innovation in Advertising and Media,9,Canarsie - Flatlands,11236
2019,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,High School for Law and Public Service,15.1,Washington Heights - Inwood,10040
2020,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,High School for Law and Public Service,16.7,Washington Heights - Inwood,10040
2022,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,High School for Law and Public Service,16.7,Washington Heights - Inwood,10040
2019,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High School for Law Enforcement and Public Safety,16.1,Jamaica,11434
2020,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High School for Law Enforcement and Public Safety,13.5,Jamaica,11434
2022,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High School for Law Enforcement and Public Safety,13.2,Jamaica,11434
2019,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE","High School for Law, Advocacy and Community Justice",12.9,Upper West Side,10023
2020,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE","High School for Law, Advocacy and Community Justice",14.2,Upper West Side,10023
2022,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE","High School for Law, Advocacy and Community Justice",13.9,Upper West Side,10023
2019,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,High School for Media and Communications,15,Washington Heights - Inwood,10040
2020,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,High School for Media and Communications,13.3,Washington Heights - Inwood,10040
2022,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,High School for Media and Communications,13.2,Washington Heights - Inwood,10040
2019,HIGH SCHOOL FOR MEDICAL PROFESSIONS,High School for Medical Professions,17,Canarsie - Flatlands,11236
2020,HIGH SCHOOL FOR MEDICAL PROFESSIONS,High School for Medical Professions,16.6,Canarsie - Flatlands,11236
2022,HIGH SCHOOL FOR MEDICAL PROFESSIONS,High School for Medical Professions,16.8,Canarsie - Flatlands,11236
2019,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,High School for Public Service: Heroes of Tomorrow,15.6,East Flatbush - Flatbush,11203
2020,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,High School for Public Service: Heroes of Tomorrow,16,East Flatbush - Flatbush,11203
2022,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,High School for Public Service: Heroes of Tomorrow,16.6,East Flatbush - Flatbush,11203
2019,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,High School for Service & Learning at Erasmus,15.3,East Flatbush - Flatbush,11226
2020,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,High School for Service & Learning at Erasmus,14.7,East Flatbush - Flatbush,11226
2022,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,High School for Service & Learning at Erasmus,15,East Flatbush - Flatbush,11226
2019,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,High School for Teaching and the Professions,12.8,Fordham - Bronx Park,10468
2020,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,High School for Teaching and the Professions,13.2,Fordham - Bronx Park,10468
2022,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,High School for Teaching and the Professions,13.1,Fordham - Bronx Park,10468
2019,HIGH SCHOOL FOR VIOLIN AND DANCE,High School for Violin and Dance,14,High Bridge - Morrisania,10456
2020,HIGH SCHOOL FOR VIOLIN AND DANCE,High School for Violin and Dance,12.9,High Bridge - Morrisania,10456
2022,HIGH SCHOOL FOR VIOLIN AND DANCE,High School for Violin and Dance,12.9,High Bridge - Morrisania,10456
2019,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,High School of American Studies at Lehman College,16.4,Fordham - Bronx Park,10458
2020,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,High School of American Studies at Lehman College,15.2,Fordham - Bronx Park,10458
2022,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,High School of American Studies at Lehman College,15.3,Fordham - Bronx Park,10458
2019,HIGH SCHOOL OF APPLIED COMMUNICATION,High School of Applied Communication,14.8,Long Island City - Astoria,11101
2020,HIGH SCHOOL OF APPLIED COMMUNICATION,High School of Applied Communication,15.6,Long Island City - Astoria,11101
2022,HIGH SCHOOL OF APPLIED COMMUNICATION,High School of Applied Communication,15.1,Long Island City - Astoria,11101
2019,HIGH SCHOOL OF ARTS AND TECHNOLOGY,High School of Arts and Technology,13,Upper West Side,10023
2020,HIGH SCHOOL OF ARTS AND TECHNOLOGY,High School of Arts and Technology,12.3,Upper West Side,10023
2022,HIGH SCHOOL OF ARTS AND TECHNOLOGY,High School of Arts and Technology,11.8,Upper West Side,10023
2019,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,High School of Computers and Technology,13.4,Fordham - Bronx Park,10467
2020,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,High School of Computers and Technology,15.2,Fordham - Bronx Park,10467
2022,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,High School of Computers and Technology,14,Fordham - Bronx Park,10467
2019,HIGH SCHOOL OF ECONOMICS AND FINANCE,High School of Economics and Finance,17.4,Lower Manhattan,10006
2020,HIGH SCHOOL OF ECONOMICS AND FINANCE,High School of Economics and Finance,15.3,Lower Manhattan,10006
2022,HIGH SCHOOL OF ECONOMICS AND FINANCE,High School of Economics and Finance,15.1,Lower Manhattan,10006
2019,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,High School of Hospitality Management,13.4,Chelsea - Clinton,10019
2020,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,High School of Hospitality Management,12.4,Chelsea - Clinton,10019
2022,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,High School of Hospitality Management,12,Chelsea - Clinton,10019
2019,HIGH SCHOOL OF LANGUAGE AND INNOVATION,High School of Language and Innovation,11.8,Northeast Bronx,10469
2020,HIGH SCHOOL OF LANGUAGE AND INNOVATION,High School of Language and Innovation,11.9,Northeast Bronx,10469
2022,HIGH SCHOOL OF LANGUAGE AND INNOVATION,High School of Language and Innovation,12.3,Northeast Bronx,10469
2019,HIGH SCHOOL OF SPORTS MANAGEMENT,High School of Sports Management,13.7,Bensonhurst - Bay Ridge,11214
2020,HIGH SCHOOL OF SPORTS MANAGEMENT,High School of Sports Management,15.4,Bensonhurst - Bay Ridge,11214
2022,HIGH SCHOOL OF SPORTS MANAGEMENT,High School of Sports Management,14.5,Bensonhurst - Bay Ridge,11214
2019,HIGH SCHOOL OF WORLD CULTURES,High School of World Cultures,13.3,Pelham - Throgs Neck,10472
2020,HIGH SCHOOL OF WORLD CULTURES,High School of World Cultures,13.3,Pelham - Throgs Neck,10472
2022,HIGH SCHOOL OF WORLD CULTURES,High School of World Cultures,12.6,Pelham - Throgs Neck,10472
2019,HILLCREST HIGH SCHOOL,Hillcrest High School,18.3,Jamaica,11432
2020,HILLCREST HIGH SCHOOL,Hillcrest High School,18.3,Jamaica,11432
2022,HILLCREST HIGH SCHOOL,Hillcrest High School,18.2,Jamaica,11432
2019,HILLSIDE ARTS & LETTERS ACADEMY,Hillside Arts & Letters Academy,15.9,Jamaica,11432
2020,HILLSIDE ARTS & LETTERS ACADEMY,Hillside Arts & Letters Academy,15,Jamaica,11432
2022,HILLSIDE ARTS & LETTERS ACADEMY,Hillside Arts & Letters Academy,15.2,Jamaica,11432
2019,HOSTOS-LINCOLN ACADEMY OF SCIENCE,Hostos-Lincoln Academy of Science,15.4,Hunts Point - Mott Haven,10455
2020,HOSTOS-LINCOLN ACADEMY OF SCIENCE,Hostos-Lincoln Academy of Science,14.4,Hunts Point - Mott Haven,10455
2022,HOSTOS-LINCOLN ACADEMY OF SCIENCE,Hostos-Lincoln Academy of Science,14.4,Hunts Point - Mott Haven,10455
2019,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Hudson High School of Learning Technologies,13.8,Chelsea - Clinton,10011
2020,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Hudson High School of Learning Technologies,14.1,Chelsea - Clinton,10011
2022,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Hudson High School of Learning Technologies,14.3,Chelsea - Clinton,10011
2019,HUMANITIES PREPARATORY ACADEMY,Humanities Preparatory Academy,13.2,Chelsea - Clinton,10011
2020,HUMANITIES PREPARATORY ACADEMY,Humanities Preparatory Academy,13.5,Chelsea - Clinton,10011
2022,HUMANITIES PREPARATORY ACADEMY,Humanities Preparatory Academy,13.7,Chelsea - Clinton,10011
2019,IN-TECH ACADEMY (MS / HIGH SCHOOL 368),In-Tech Academy (M.S. / High School 368),14.9,Kingsbridge - Riverdale,10463
2020,IN-TECH ACADEMY (MS / HIGH SCHOOL 368),In-Tech Academy (M.S. / High School 368),14,Kingsbridge - Riverdale,10463
2022,IN-TECH ACADEMY (MS / HIGH SCHOOL 368),In-Tech Academy (M.S. / High School 368),14.2,Kingsbridge - Riverdale,10463
2019,INDEPENDENCE HIGH SCHOOL,Independence High School,14.8,Chelsea - Clinton,10019
2020,INDEPENDENCE HIGH SCHOOL,Independence High School,17.6,Chelsea - Clinton,10019
2022,INDEPENDENCE HIGH SCHOOL,Independence High School,15.4,Chelsea - Clinton,10019
2019,INFORMATION TECHNOLOGY HIGH SCHOOL,Information Technology High School,17.1,Long Island City - Astoria,11101
2020,INFORMATION TECHNOLOGY HIGH SCHOOL,Information Technology High School,16.9,Long Island City - Astoria,11101
2022,INFORMATION TECHNOLOGY HIGH SCHOOL,Information Technology High School,17,Long Island City - Astoria,11101
2019,INNOVATION DIPLOMA PLUS,Innovation Diploma Plus,12.3,Upper West Side,10024
2020,INNOVATION DIPLOMA PLUS,Innovation Diploma Plus,12.8,Upper West Side,10024
2022,INNOVATION DIPLOMA PLUS,Innovation Diploma Plus,11.6,Upper West Side,10024
2019,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,Institute for Health Professions at Cambria Heights,13.1,Southeast Queens,11411
2020,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,Institute for Health Professions at Cambria Heights,13.3,Southeast Queens,11411
2022,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,Institute for Health Professions at Cambria Heights,13.3,Southeast Queens,11411
2019,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,International High School at Lafayette,13.2,Bensonhurst - Bay Ridge,11214
2020,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,International High School at Lafayette,13.9,Bensonhurst - Bay Ridge,11214
2022,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,International High School at Lafayette,14.2,Bensonhurst - Bay Ridge,11214
2019,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,International High School at LaGuardia Community College,16.9,Long Island City - Astoria,11101
2020,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,International High School at LaGuardia Community College,17.8,Long Island City - Astoria,11101
2022,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,International High School at LaGuardia Community College,17.7,Long Island City - Astoria,11101
2019,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,International School for Liberal Arts,12,Fordham - Bronx Park,10468
2020,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,International School for Liberal Arts,10.5,Fordham - Bronx Park,10468
2022,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,International School for Liberal Arts,10.7,Fordham - Bronx Park,10468
2019,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,Inwood Early College For Health And Information Technologies,12.7,Washington Heights - Inwood,10034
2020,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,Inwood Early College For Health And Information Technologies,12.8,Washington Heights - Inwood,10034
2022,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,Inwood Early College For Health And Information Technologies,11.9,Washington Heights - Inwood,10034
2019,IT TAKES A VILLAGE ACADEMY,It Takes a Village Academy,13.2,East Flatbush - Flatbush,11203
2020,IT TAKES A VILLAGE ACADEMY,It Takes a Village Academy,13.5,East Flatbush - Flatbush,11203
2022,IT TAKES A VILLAGE ACADEMY,It Takes a Village Academy,13.4,East Flatbush - Flatbush,11203
2019,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,Jacqueline Kennedy Onassis High School,12.2,Chelsea - Clinton,10036
2020,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,Jacqueline Kennedy Onassis High School,10.1,Chelsea - Clinton,10036
2022,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,Jacqueline Kennedy Onassis High School,9.6,Chelsea - Clinton,10036
2019,JAMAICA GATEWAY TO THE SCIENCES,Jamaica Gateway to the Sciences,17.3,Jamaica,11432
2020,JAMAICA GATEWAY TO THE SCIENCES,Jamaica Gateway to the Sciences,16.1,Jamaica,11432
2022,JAMAICA GATEWAY TO THE SCIENCES,Jamaica Gateway to the Sciences,16.7,Jamaica,11432
2019,JAMES MADISON HIGH SCHOOL,James Madison High School,17.9,Coney Island - Sheepshead Bay ,11229
2020,JAMES MADISON HIGH SCHOOL,James Madison High School,17.5,Coney Island - Sheepshead Bay ,11229
2022,JAMES MADISON HIGH SCHOOL,James Madison High School,17.6,Coney Island - Sheepshead Bay ,11229
2019,JILL CHAIFETZ TRANSFER HIGH SCHOOL,Jill Chaifetz Transfer High School,11,High Bridge - Morrisania,10456
2020,JILL CHAIFETZ TRANSFER HIGH SCHOOL,Jill Chaifetz Transfer High School,13.4,High Bridge - Morrisania,10456
2022,JILL CHAIFETZ TRANSFER HIGH SCHOOL,Jill Chaifetz Transfer High School,12.5,High Bridge - Morrisania,10456
2019,JOHN ADAMS HIGH SCHOOL,John Adams High School,13.5,Southwest Queens,11417
2020,JOHN ADAMS HIGH SCHOOL,John Adams High School,14.1,Southwest Queens,11417
2022,JOHN ADAMS HIGH SCHOOL,John Adams High School,14,Southwest Queens,11417
2019,JOHN BOWNE HIGH SCHOOL,John Bowne High School,17.2,Fresh Meadows,11367
2020,JOHN BOWNE HIGH SCHOOL,John Bowne High School,17.9,Fresh Meadows,11367
2022,JOHN BOWNE HIGH SCHOOL,John Bowne High School,17.6,Fresh Meadows,11367
2019,JOHN DEWEY HIGH SCHOOL,John Dewey High School,15.2,Coney Island - Sheepshead Bay ,11223
2020,JOHN DEWEY HIGH SCHOOL,John Dewey High School,16,Coney Island - Sheepshead Bay ,11223
2022,JOHN DEWEY HIGH SCHOOL,John Dewey High School,15.7,Coney Island - Sheepshead Bay ,11223
2019,KHALIL GIBRAN INTERNATIONAL ACADEMY,Khalil Gibran International Academy,8.7,Downtown - Heights - Park Slope,11217
2020,KHALIL GIBRAN INTERNATIONAL ACADEMY,Khalil Gibran International Academy,9.2,Downtown - Heights - Park Slope,11217
2022,KHALIL GIBRAN INTERNATIONAL ACADEMY,Khalil Gibran International Academy,9,Downtown - Heights - Park Slope,11217
2019,KINGSBOROUGH EARLY COLLEGE SCHOOL,Kingsborough Early College School,16.5,Bensonhurst - Bay Ridge,11214
2020,KINGSBOROUGH EARLY COLLEGE SCHOOL,Kingsborough Early College School,16.1,Bensonhurst - Bay Ridge,11214
2022,KINGSBOROUGH EARLY COLLEGE SCHOOL,Kingsborough Early College School,16.5,Bensonhurst - Bay Ridge,11214
2019,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,Kingsbridge International High School,14.6,Fordham - Bronx Park,10468
2020,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,Kingsbridge International High School,13.4,Fordham - Bronx Park,10468
2022,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,Kingsbridge International High School,14,Fordham - Bronx Park,10468
2019,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Kurt Hahn Expeditionary Learning School,11.1,East Flatbush - Flatbush,11203
2020,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Kurt Hahn Expeditionary Learning School,11.6,East Flatbush - Flatbush,11203
2022,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Kurt Hahn Expeditionary Learning School,11.9,East Flatbush - Flatbush,11203
2019,LANDMARK HIGH SCHOOL,Landmark High School,12.7,Chelsea - Clinton,10011
2020,LANDMARK HIGH SCHOOL,Landmark High School,15,Chelsea - Clinton,10011
2022,LANDMARK HIGH SCHOOL,Landmark High School,14.2,Chelsea - Clinton,10011
2019,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,Leadership and Public Service High School,15.5,Lower Manhattan,10006
2020,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,Leadership and Public Service High School,13.5,Lower Manhattan,10006
2022,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,Leadership and Public Service High School,13.5,Lower Manhattan,10006
2019,LIBERATION DIPLOMA PLUS,Liberation Diploma Plus,20,Coney Island - Sheepshead Bay ,11224
2020,LIBERATION DIPLOMA PLUS,Liberation Diploma Plus,16.6,Coney Island - Sheepshead Bay ,11224
2022,LIBERATION DIPLOMA PLUS,Liberation Diploma Plus,14.3,Coney Island - Sheepshead Bay ,11224
2019,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,Liberty High School Academy for Newcomers,15.4,Chelsea - Clinton,10011
2020,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,Liberty High School Academy for Newcomers,15.2,Chelsea - Clinton,10011
2022,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,Liberty High School Academy for Newcomers,14.7,Chelsea - Clinton,10011
2019,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Life Academy High School for Film and Music,13.8,Bensonhurst - Bay Ridge,11214
2020,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Life Academy High School for Film and Music,15.8,Bensonhurst - Bay Ridge,11214
2022,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Life Academy High School for Film and Music,14.8,Bensonhurst - Bay Ridge,11214
2019,LONG ISLAND CITY HIGH SCHOOL,Long Island City High School,14.1,Long Island City - Astoria,11106
2020,LONG ISLAND CITY HIGH SCHOOL,Long Island City High School,15.6,Long Island City - Astoria,11106
2022,LONG ISLAND CITY HIGH SCHOOL,Long Island City High School,15.3,Long Island City - Astoria,11106
2019,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,Lower East Side Preparatory High School,15.6,Union Square - Lower East Side,10002
2020,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,Lower East Side Preparatory High School,15.6,Union Square - Lower East Side,10002
2022,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,Lower East Side Preparatory High School,15.8,Union Square - Lower East Side,10002
2019,LOWER MANHATTAN ARTS ACADEMY,Lower Manhattan Arts Academy,11.1,Union Square - Lower East Side,10002
2020,LOWER MANHATTAN ARTS ACADEMY,Lower Manhattan Arts Academy,12.9,Union Square - Lower East Side,10002
2022,LOWER MANHATTAN ARTS ACADEMY,Lower Manhattan Arts Academy,12.7,Union Square - Lower East Side,10002
2019,LYONS COMMUNITY SCHOOL,Lyons Community School,10.8,Williamsburg - Bushwick,11206
2020,LYONS COMMUNITY SCHOOL,Lyons Community School,9.9,Williamsburg - Bushwick,11206
2022,LYONS COMMUNITY SCHOOL,Lyons Community School,9.8,Williamsburg - Bushwick,11206
2019,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Manhattan Academy For Arts & Language,11.4,Gramercy Park - Murray Hill,10016
2020,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Manhattan Academy For Arts & Language,12.9,Gramercy Park - Murray Hill,10016
2022,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Manhattan Academy For Arts & Language,13.3,Gramercy Park - Murray Hill,10016
2019,MANHATTAN BRIDGES HIGH SCHOOL,Manhattan Bridges High School,17.6,Chelsea - Clinton,10019
2020,MANHATTAN BRIDGES HIGH SCHOOL,Manhattan Bridges High School,15.3,Chelsea - Clinton,10019
2022,MANHATTAN BRIDGES HIGH SCHOOL,Manhattan Bridges High School,15.2,Chelsea - Clinton,10019
2019,MANHATTAN BUSINESS ACADEMY,Manhattan Business Academy,12.8,Chelsea - Clinton,10011
2020,MANHATTAN BUSINESS ACADEMY,Manhattan Business Academy,13.2,Chelsea - Clinton,10011
2022,MANHATTAN BUSINESS ACADEMY,Manhattan Business Academy,13,Chelsea - Clinton,10011
2019,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,Manhattan Center for Science and Mathematics,19,East Harlem,10029
2020,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,Manhattan Center for Science and Mathematics,18.8,East Harlem,10029
2022,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,Manhattan Center for Science and Mathematics,18.6,East Harlem,10029
2019,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,Manhattan Comprehensive Night and Day High School,15.5,Union Square - Lower East Side,10003
2020,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,Manhattan Comprehensive Night and Day High School,17.7,Union Square - Lower East Side,10003
2022,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,Manhattan Comprehensive Night and Day High School,15.5,Union Square - Lower East Side,10003
2019,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,Manhattan Early College School for Advertising,11.6,Lower Manhattam,10038
2020,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,Manhattan Early College School for Advertising,12.6,Lower Manhattam,10038
2022,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,Manhattan Early College School for Advertising,12.5,Lower Manhattam,10038
2019,MANHATTAN INTERNATIONAL HIGH SCHOOL,Manhattan International High School,14,Upper East Side,10065
2020,MANHATTAN INTERNATIONAL HIGH SCHOOL,Manhattan International High School,13.6,Upper East Side,10065
2022,MANHATTAN INTERNATIONAL HIGH SCHOOL,Manhattan International High School,13.7,Upper East Side,10065
2019,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,Marble Hill High School for International Studies,14.6,Kingsbridge - Riverdale,10463
2020,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,Marble Hill High School for International Studies,13.4,Kingsbridge - Riverdale,10463
2022,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,Marble Hill High School for International Studies,13.7,Kingsbridge - Riverdale,10463
2019,MARTIN VAN BUREN HIGH SCHOOL,Martin Van Buren High School,14.8,Southeast Queens,11427
2020,MARTIN VAN BUREN HIGH SCHOOL,Martin Van Buren High School,15.9,Southeast Queens,11427
2022,MARTIN VAN BUREN HIGH SCHOOL,Martin Van Buren High School,16,Southeast Queens,11427
2019,MASPETH HIGH SCHOOL,Maspeth High School,17.6,West Queens,11378
2020,MASPETH HIGH SCHOOL,Maspeth High School,18.9,West Queens,11378
2022,MASPETH HIGH SCHOOL,Maspeth High School,18.7,West Queens,11378
2019,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL","Mathematics, Science Research and Technology Magnet High School",16.2,Southeast Queens,11411
2020,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL","Mathematics, Science Research and Technology Magnet High School",15.9,Southeast Queens,11411
2022,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL","Mathematics, Science Research and Technology Magnet High School",16.3,Southeast Queens,11411
2019,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Medgar Evers College Preparatory School,20.8,East Flatbush - Flatbush,11225
2020,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Medgar Evers College Preparatory School,20.9,East Flatbush - Flatbush,11225
2022,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Medgar Evers College Preparatory School,20.6,East Flatbush - Flatbush,11225
2019,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Metropolitan Expeditionary Learning School,12.4,Jamaica,11375
2020,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Metropolitan Expeditionary Learning School,12.2,Jamaica,11375
2022,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Metropolitan Expeditionary Learning School,12.2,Jamaica,11375
2019,"METROPOLITAN HIGH SCHOOL, THE",Metropolitan High School,9.5,Hunts Point - Mott Haven,10459
2020,"METROPOLITAN HIGH SCHOOL, THE",Metropolitan High School,9.6,Hunts Point - Mott Haven,10459
2022,"METROPOLITAN HIGH SCHOOL, THE",Metropolitan High School,9.4,Hunts Point - Mott Haven,10459
2019,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,Middle College High School at LaGuardia Community College,20.2,Long Island City - Astoria,11101
2020,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,Middle College High School at LaGuardia Community College,23.6,Long Island City - Astoria,11101
2022,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,Middle College High School at LaGuardia Community College,23,Long Island City - Astoria,11101
2019,MIDWOOD HIGH SCHOOL,Midwood High School,20.1,East Flatbush - Flatbush,11210
2020,MIDWOOD HIGH SCHOOL,Midwood High School,19.6,East Flatbush - Flatbush,11210
2022,MIDWOOD HIGH SCHOOL,Midwood High School,19.5,East Flatbush - Flatbush,11210
2019,MILLENNIUM ART ACADEMY,Millennium Art Academy,12.3,Pelham - Throgs Neck,10473
2020,MILLENNIUM ART ACADEMY,Millennium Art Academy,11.5,Pelham - Throgs Neck,10473
2022,MILLENNIUM ART ACADEMY,Millennium Art Academy,11.4,Pelham - Throgs Neck,10473
2019,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,Morris Academy for Collaborative Studies,11,High Bridge - Morrisania,10456
2020,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,Morris Academy for Collaborative Studies,11.7,High Bridge - Morrisania,10456
2022,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,Morris Academy for Collaborative Studies,12.1,High Bridge - Morrisania,10456
2019,MOTT HALL BRONX HIGH SCHOOL,Mott Hall Bronx High School,12.6,Crotona - Tremont,10457
2020,MOTT HALL BRONX HIGH SCHOOL,Mott Hall Bronx High School,12.1,Crotona - Tremont,10457
2022,MOTT HALL BRONX HIGH SCHOOL,Mott Hall Bronx High School,12.4,Crotona - Tremont,10457
2019,MOTT HALL HIGH SCHOOL,Mott Hall High School,15.5,Central Harlem - Morningside Heights,10030
2020,MOTT HALL HIGH SCHOOL,Mott Hall High School,12.6,Central Harlem - Morningside Heights,10030
2022,MOTT HALL HIGH SCHOOL,Mott Hall High School,12.6,Central Harlem - Morningside Heights,10030
2019,MOTT HALL V,Mott Hall V,11.8,Pelham - Throgs Neck,10472
2020,MOTT HALL V,Mott Hall V,12.4,Pelham - Throgs Neck,10472
2022,MOTT HALL V,Mott Hall V,12.5,Pelham - Throgs Neck,10472
2019,MOTT HAVEN COMMUNITY HIGH SCHOOL,Mott Haven Community High School,10.6,Hunts Point - Mott Haven,10455
