Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2022,ESPERANZA PREPARATORY ACADEMY,04M372,M372,SECONDARY SCHOOL,3,48,24,17,6.5,3.8,31,8.3,4.1,*,,,*,,,*,,,*,,,32,7.5,4.3,9,8.2,4.4,*,,,*,,
2022,COLUMBIA SECONDARY SCHOOL,05M362,M362,SECONDARY SCHOOL,3,49,14,19,8.4,6.2,30,10.5,5.3,*,,,*,,,5,5.3,3.3,*,,,*,,,36,10.5,6.1,*,,,*,,
2022,CITY COLLEGE ACADEMY OF THE ARTS,06M293,M293,SECONDARY SCHOOL,4,43,8,15,10.2,6.9,28,9.7,7.0,*,,,*,,,*,,,*,,,15,9.7,6.2,22,11.1,8.2,*,,,*,,
2022,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,06M346,M346,SECONDARY SCHOOL,3,50,11,17,12.6,8.5,33,8.4,7.2,*,,,*,,,5,13.9,10.7,*,,,19,7.7,6.2,23,10.6,8.3,*,,,*,,
2022,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,07X223,X223,SECONDARY SCHOOL,5,55,12,16,5.2,4.1,39,6.5,4.7,*,,,*,,,10,5.7,5.0,*,,,22,5.4,4.0,18,6.7,5.1,*,,,*,,
2022,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,08X367,X367,SECONDARY SCHOOL,4,52,21,20,10.6,5.7,32,9.2,6.1,*,,,5,9.2,6.3,6,11.0,4.2,*,,,9,11.2,6.1,31,9.3,6.3,*,,,*,,
2022,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,09X324,X324,SECONDARY SCHOOL,3,32,9,6,10.9,7.3,26,6.6,4.7,*,,,*,,,5,10.7,6.9,*,,,7,5.5,3.5,18,7.0,5.1,*,,,*,,
2022,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,09X327,X327,SECONDARY SCHOOL,4,57,18,18,8.1,6.0,39,8.8,5.1,*,,,*,,,13,7.8,5.5,*,,,22,10.0,6.1,15,8.7,5.5,*,,,*,,
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,09X568,X568,SECONDARY SCHOOL,3,42,9,11,8.0,4.4,31,6.0,3.8,*,,,*,,,6,6.4,3.2,*,,,9,4.9,3.3,20,7.0,4.2,*,,,*,,
2022,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,10X141,X141,SECONDARY SCHOOL,5,104,23,42,11.1,7.8,62,10.8,7.2,*,,,5,3.6,1.9,10,13.8,6.2,*,,,22,9.7,7.3,62,11.8,8.3,*,,,*,,
2022,THEATRE ARTS PRODUCTION COMPANY SCHOOL,10X225,X225,SECONDARY SCHOOL,4,49,16,18,11.8,7.1,31,9.5,4.7,*,,,*,,,12,10.3,2.8,*,,,6,10.4,4.1,23,11.2,7.5,*,,,*,,
2022,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10X368,X368,SECONDARY SCHOOL,5,74,20,27,10.1,7.9,47,14.0,9.0,*,,,5,13.9,12.9,20,15.6,9.0,*,,,19,12.1,7.5,26,10.9,8.8,*,,,*,,
2022,MOTT HALL V,12X242,X242,SECONDARY SCHOOL,4,58,18,18,8.8,6.4,40,9.3,6.0,*,,,*,,,12,6.6,4.3,*,,,15,10.1,6.4,25,9.4,6.9,*,,,*,,
2022,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13K265,K265,SECONDARY SCHOOL,1,31,6,12,15.1,8.9,19,15.3,10.1,*,,,*,,,18,18.0,11.9,*,,,*,,,6,11.8,5.5,*,,,*,,
2022,JUAN MOREL CAMPOS SECONDARY SCHOOL,14K071,K071,SECONDARY SCHOOL,3,60,24,21,12.6,11.6,39,10.0,7.5,*,,,*,,,16,11.6,10.0,*,,,11,11.6,9.5,30,10.2,7.9,*,,,*,,
2022,SPRING CREEK COMMUNITY SCHOOL,19K422,K422,SECONDARY SCHOOL,4,48,10,16,9.5,4.0,32,7.7,3.4,*,,,*,,,27,8.3,2.9,*,,,*,,,13,8.5,4.9,*,,,*,,
2022,QUEENS SCHOOL OF INQUIRY  THE,25Q252,Q252,SECONDARY SCHOOL,3,51,7,19,10.7,6.9,32,9.5,6.3,*,,,*,,,*,,,*,,,6,7.2,6.1,38,11.5,7.2,*,,,*,,
2022,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,25Q285,Q285,SECONDARY SCHOOL,3,41,17,17,10.9,8.0,24,11.1,7.4,*,,,6,8.2,7.1,*,,,*,,,*,,,28,12.0,8.0,*,,,*,,
2022,SCHOLARS' ACADEMY,27Q323,Q323,SECONDARY SCHOOL,5,75,17,17,10.5,7.3,58,10.9,7.7,*,,,*,,,5,15.9,7.5,*,,,8,8.8,7.3,56,11.3,8.0,*,,,*,,
2022,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28Q167,Q167,SECONDARY SCHOOL,3,70,13,23,5.6,4.0,47,7.4,5.4,*,,,9,3.2,2.7,10,3.9,3.6,*,,,9,6.9,3.7,37,8.2,6.1,*,,,5,8.9,5.1
2022,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,29Q283,Q283,SECONDARY SCHOOL,3,36,9,14,13.3,7.6,22,11.4,7.5,*,,,*,,,12,11.8,7.0,*,,,*,,,15,11.3,7.5,*,,,*,,
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,30Q286,Q286,SECONDARY SCHOOL,2,42,10,13,7.0,5.5,29,8.0,4.7,*,,,6,7.1,6.2,*,,,*,,,7,5.4,1.9,23,9.4,6.1,*,,,*,,
2022,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,R028,SECONDARY SCHOOL,2,43,7,16,6.0,2.7,27,8.8,3.5,*,,,*,,,11,12.4,3.4,*,,,*,,,26,6.0,3.1,*,,,*,,
2022,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,71M148,M148,SECONDARY SCHOOL,3,34,5,20,8.7,3.2,14,6.8,2.6,*,,,*,,,18,8.8,2.4,*,,,*,,,9,7.6,3.3,*,,,*,,
2022,INSTITUTE FOR COLLABORATIVE EDUCATION,71M407,M407,SECONDARY SCHOOL,2,34,4,12,9.0,7.3,22,6.6,4.7,*,,,*,,,*,,,*,,,9,4.2,2.5,16,10.6,8.2,*,,,*,,
2022,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,71M408,M408,SECONDARY SCHOOL,2,32,4,13,14.7,9.9,19,8.7,5.2,*,,,5,6.1,4.7,*,,,*,,,*,,,22,14.3,9.1,*,,,*,,
2022,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,71M415,M415,SECONDARY SCHOOL,3,35,6,9,11.5,3.6,26,9.8,5.8,*,,,*,,,13,12.5,6.0,*,,,5,9.9,3.3,14,7.5,4.1,*,,,*,,
2022,EAST SIDE COMMUNITY SCHOOL,71M450,M450,SECONDARY SCHOOL,4,59,15,14,13.1,8.2,45,11.0,8.3,*,,,*,,,11,11.0,6.0,*,,,15,12.3,10.4,28,11.8,8.3,*,,,*,,
2022,FREDERICK DOUGLASS ACADEMY,71M499,M499,SECONDARY SCHOOL,3,66,15,33,15.5,9.6,33,13.7,7.9,*,,,6,13.4,8.6,31,17.2,9.9,*,,,13,13.8,8.4,15,11.3,7.3,*,,,*,,
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL,71M610,M610,SECONDARY SCHOOL,3,33,4,7,15.4,10.1,26,8.0,6.9,*,,,*,,,*,,,*,,,9,10.0,7.2,18,11.1,9.7,*,,,*,,
2022,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,71M670,M670,SECONDARY SCHOOL,3,48,8,18,14.6,7.7,30,14.7,7.5,*,,,*,,,28,17.0,8.0,*,,,8,11.6,8.9,10,10.8,5.4,*,,,*,,
2022,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,72X221,X221,SECONDARY SCHOOL,5,52,13,24,7.6,6.7,28,7.6,5.9,*,,,5,4.8,4.8,14,8.9,6.2,*,,,9,8.9,7.1,21,7.5,6.7,*,,,*,,
2022,EAGLE ACADEMY FOR YOUNG MEN,72X231,X231,SECONDARY SCHOOL,4,37,14,17,9.8,5.9,20,9.1,5.2,*,,,*,,,14,7.3,4.4,*,,,13,12.1,5.9,8,8.3,7.3,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,72X241,X241,SECONDARY SCHOOL,3,65,11,32,6.8,5.8,33,4.2,3.7,*,,,*,,,16,4.2,4.1,*,,,19,4.5,4.4,25,6.9,5.7,*,,,*,,
2022,WEST BRONX ACADEMY FOR THE FUTURE,72X243,X243,SECONDARY SCHOOL,4,54,14,19,8.8,7.0,35,8.5,6.0,*,,,*,,,14,8.3,5.6,*,,,20,8.1,5.0,18,8.9,7.7,*,,,*,,
2022,BRONX LATIN,72X267,X267,SECONDARY SCHOOL,4,51,9,23,9.9,4.3,28,7.6,5.4,*,,,*,,,10,14.7,7.5,*,,,18,8.7,5.8,19,5.9,3.4,*,,,*,,
2022,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,72X269,X269,SECONDARY SCHOOL,4,57,18,21,9.0,3.9,36,8.0,4.8,*,,,*,,,9,8.6,4.3,*,,,16,8.3,3.6,29,8.5,4.8,*,,,*,,
2022,EAST BRONX ACADEMY FOR THE FUTURE,72X271,X271,SECONDARY SCHOOL,3,63,14,23,11.3,7.0,40,8.0,6.5,*,,,*,,,17,10.2,5.6,*,,,21,7.7,6.2,21,10.8,8.4,*,,,*,,
2022,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,72X342,X342,SECONDARY SCHOOL,4,43,6,17,13.5,7.7,26,10.9,5.6,*,,,*,,,*,,,*,,,30,12.0,6.2,8,10.1,5.4,*,,,*,,
2022,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,72X376,X376,SECONDARY SCHOOL,2,34,11,11,12.6,8.6,23,13.3,6.5,*,,,*,,,9,16.8,6.0,*,,,13,15.0,8.2,7,8.3,7.2,*,,,*,,
2022,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,72X413,X413,SECONDARY SCHOOL,4,45,14,18,11.7,8.8,27,9.1,4.4,*,,,*,,,8,8.8,5.0,*,,,19,11.5,7.7,18,9.4,5.0,*,,,*,,
2022,HOSTOS-LINCOLN ACADEMY OF SCIENCE,72X500,X500,SECONDARY SCHOOL,3,40,13,21,12.5,9.4,19,12.4,10.0,*,,,6,6.5,5.1,11,11.7,9.0,*,,,9,11.4,8.1,14,16.2,13.3,*,,,*,,
2022,BRONX SCHOOL FOR LAW  GOVERNMENT AND JUSTICE,72X505,X505,SECONDARY SCHOOL,4,59,12,31,8.2,6.1,28,8.5,6.2,*,,,*,,,16,9.2,6.7,*,,,24,6.8,5.3,17,9.0,6.5,*,,,*,,
2022,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,72X551,X551,SECONDARY SCHOOL,5,53,21,24,7.5,4.7,29,7.3,4.2,*,,,*,,,7,5.3,3.8,*,,,12,5.7,4.5,27,7.2,4.2,*,,,*,,
2022,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,73K382,K382,SECONDARY SCHOOL,4,23,8,12,10.2,3.9,11,11.1,6.4,*,,,*,,,15,10.1,5.1,*,,,*,,,*,,,*,,,*,,
2022,ACADEMY FOR YOUNG WRITERS,73K404,K404,SECONDARY SCHOOL,3,51,13,13,13.5,4.9,38,6.3,3.9,*,,,5,3.5,1.9,21,7.4,3.1,*,,,7,9.4,4.6,15,10.1,5.7,*,,,*,,
2022,EAST NEW YORK FAMILY ACADEMY,73K409,K409,SECONDARY SCHOOL,3,52,16,15,11.8,7.3,37,11.3,7.0,*,,,8,8.9,7.1,33,13.2,7.5,*,,,*,,,6,12.7,8.5,*,,,*,,
2022,BROOKLYN COLLABORATIVE STUDIES,73K448,K448,SECONDARY SCHOOL,2,61,22,19,12.6,8.4,42,10.3,7.3,*,,,*,,,15,12.9,6.8,*,,,7,7.7,4.0,35,11.4,8.9,*,,,*,,
2022,SCIENCE  TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG,73K543,K543,SECONDARY SCHOOL,5,38,9,15,9.5,7.4,23,11.0,7.2,*,,,*,,,15,12.6,7.2,*,,,*,,,17,10.5,8.7,*,,,*,,
2022,ALL CITY LEADERSHIP SECONDARY SCHOOL,73K554,K554,SECONDARY SCHOOL,3,20,8,5,6.9,6.3,15,12.5,9.6,*,,,*,,,7,12.3,10.8,*,,,7,9.4,8.0,6,11.6,7.4,*,,,*,,
2022,LYONS COMMUNITY SCHOOL,73K586,K586,SECONDARY SCHOOL,2,46,9,23,11.0,7.9,23,8.6,5.0,*,,,*,,,13,6.6,4.5,*,,,10,6.2,4.1,20,14.1,8.8,*,,,*,,
2022,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,73K590,K590,SECONDARY SCHOOL,6,75,13,35,15.5,9.7,40,9.4,5.8,*,,,8,9.1,7.4,43,15.9,9.4,*,,,5,5.7,4.7,17,7.5,4.8,*,,,*,,
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,73K614,K614,SECONDARY SCHOOL,3,30,6,6,7.4,6.5,24,5.8,3.3,*,,,*,,,7,5.7,2.0,*,,,*,,,16,7.3,5.2,*,,,*,,
2022,EAGLE ACADEMY FOR YOUNG MEN II,73K644,K644,SECONDARY SCHOOL,6,45,14,27,6.5,6.1,18,7.1,6.3,*,,,*,,,32,6.7,6.3,*,,,*,,,6,7.2,6.3,*,,,*,,
2022,BROOKLYN STUDIO SECONDARY SCHOOL,73K690,K690,SECONDARY SCHOOL,6,65,25,27,12.0,8.5,38,13.0,10.4,*,,,*,,,5,18.7,10.3,*,,,5,12.3,6.3,50,12.6,10.4,*,,,*,,
2022,PARK SLOPE COLLEGIATE,76K464,K464,SECONDARY SCHOOL,3,59,17,17,10.0,7.1,42,10.3,6.2,*,,,*,,,15,8.7,4.7,*,,,11,10.4,7.3,27,11.9,7.9,*,,,*,,
2022,KINGSBOROUGH EARLY COLLEGE SCHOOL,76K468,K468,SECONDARY SCHOOL,4,45,10,24,9.6,5.8,21,7.5,5.3,*,,,*,,,*,,,*,,,*,,,36,8.5,5.3,*,,,*,,
2022,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,76K497,K497,SECONDARY SCHOOL,4,65,12,19,6.1,4.6,46,8.2,4.7,*,,,*,,,16,8.4,4.2,*,,,8,9.3,7.5,37,6.8,4.6,*,,,*,,
2022,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,76K527,K527,SECONDARY SCHOOL,2,38,10,6,7.4,7.3,32,7.4,4.0,*,,,*,,,10,7.3,4.2,*,,,*,,,22,8.6,5.2,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,76K609,K609,SECONDARY SCHOOL,4,45,8,9,7.3,4.4,36,8.5,4.4,*,,,*,,,*,,,*,,,7,5.7,4.1,30,9.5,4.7,*,,,*,,
2022,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,77Q259,Q259,SECONDARY SCHOOL,3,47,10,19,9.3,4.7,28,11.4,6.8,*,,,6,10.7,5.1,24,11.8,6.0,*,,,5,7.0,3.7,12,9.4,7.2,*,,,*,,
2022,CHANNEL VIEW SCHOOL FOR RESEARCH,77Q262,Q262,SECONDARY SCHOOL,5,99,22,31,10.2,5.8,68,8.5,5.8,*,,,*,,,20,7.7,3.0,*,,,8,12.8,10.0,62,9.9,6.7,*,,,*,,
2022,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,77Q281,Q281,SECONDARY SCHOOL,4,62,11,20,7.5,5.3,42,9.1,6.0,*,,,20,8.2,6.5,*,,,*,,,5,5.7,4.9,35,9.3,5.7,*,,,*,,
2022,YORK EARLY COLLEGE ACADEMY,77Q284,Q284,SECONDARY SCHOOL,4,33,8,8,11.7,8.1,25,11.2,7.4,*,,,*,,,11,11.6,4.8,*,,,5,11.6,8.0,13,12.1,9.6,*,,,*,,
2022,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,77Q309,Q309,SECONDARY SCHOOL,4,53,7,16,10.1,8.0,37,10.4,6.5,*,,,5,5.8,6.0,5,9.1,7.7,*,,,10,8.9,5.6,31,11.6,7.7,*,,,*,,
2022,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,77Q310,Q310,SECONDARY SCHOOL,4,47,6,8,11.9,8.2,39,8.5,5.8,*,,,7,9.6,5.6,13,9.7,6.4,*,,,6,11.1,4.5,18,8.1,7.1,*,,,*,,
2022,EAGLE ACADEMY FOR YOUNG MEN III,77Q327,Q327,SECONDARY SCHOOL,3,29,11,13,12.3,4.8,16,14.3,4.8,*,,,*,,,20,14.2,4.9,*,,,*,,,5,9.9,4.6,*,,,*,,
2022,ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AN,77Q560,Q560,SECONDARY SCHOOL,3,42,14,21,11.6,8.4,21,12.6,9.7,*,,,5,8.4,6.5,*,,,*,,,*,,,29,12.2,9.2,*,,,*,,
2022,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,77Q580,Q580,SECONDARY SCHOOL,3,36,2,20,14.1,10.6,16,13.6,6.9,*,,,6,14.7,8.4,5,14.5,7.7,*,,,6,8.7,6.3,18,15.4,10.6,*,,,*,,
2022,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,77Q680,Q680,SECONDARY SCHOOL,3,41,9,17,14.0,9.0,24,10.3,6.5,*,,,7,9.6,5.3,10,10.7,6.0,*,,,*,,,20,13.9,8.9,*,,,*,,
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,77Q896,Q896,SECONDARY SCHOOL,3,34,4,9,9.8,5.3,25,13.4,7.9,*,,,5,10.5,5.1,11,15.2,7.6,*,,,5,7.2,4.4,13,12.9,8.7,*,,,*,,
2022,P.S. K811 CONNIE LEKAS SCHOOL,97K811,K811,SECONDARY SCHOOL,4,64,151,17,12.2,9.9,47,10.1,9.2,*,,,9,12.6,10.8,17,9.2,9.0,*,,,*,,,32,11.9,9.9,*,,,*,,
2022,P.S. M079 - HORAN SCHOOL,97M079,M079,SECONDARY SCHOOL,4,52,86,16,7.7,3.8,36,8.2,7.5,*,,,*,,,19,7.0,5.8,*,,,12,5.4,3.6,17,11.5,8.8,*,,,*,,
2022,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,97M721,M721,SECONDARY SCHOOL,2,45,80,10,12.5,13.8,35,10.8,8.0,*,,,5,5.6,8.1,10,14.8,9.0,*,,,8,10.6,8.7,21,10.6,9.5,*,,,*,,
2022,THE RICHARD H. HUNGERFORD SCHOOL,97R721,R721,SECONDARY SCHOOL,5,98,238,25,11.2,10.1,73,10.2,9.9,*,,,*,,,*,,,*,,,9,6.5,8.0,81,10.8,10.0,*,,,*,,
2022,P.S. X012 LEWIS AND CLARK SCHOOL,97X012,X012,SECONDARY SCHOOL,4,65,88,20,10.7,7.6,45,7.9,6.1,*,,,9,6.9,6.5,25,10.0,7.2,*,,,13,8.4,6.6,17,8.6,5.9,*,,,*,,
2022,P.S. X176,97X176,X176,SECONDARY SCHOOL,6,132,194,34,9.6,9.1,98,8.6,7.9,*,,,*,,,30,6.5,5.4,*,,,29,6.8,7.5,66,10.8,9.9,*,,,*,,
2022,P.S. X811,97X811,X811,SECONDARY SCHOOL,7,127,243,36,9.6,9.8,91,10.8,9.7,*,,,11,11.2,11.6,36,11.7,10.9,*,,,44,9.2,8.3,34,10.7,9.8,*,,,*,,
2023,ACADEMY FOR SOFTWARE ENGINEERING,02M546,M546,HIGH SCHOOL,3,32,13,15,8.0,4.1,17,6.0,4.3,*,,,5,8.0,1.4,*,,,*,,,5,3.5,2.1,16,7.4,5.9,*,,,*,,
2023,BRONX LEGACY HIGH SCHOOL,07X625,X625,HIGH SCHOOL,2,16,4,5,0.6,0.4,11,8.1,0.3,*,,,*,,,9,6.6,0.3,*,,,*,,,*,,,*,,,*,,
2023,BRONX ARENA HIGH SCHOOL,08X537,X537,HIGH SCHOOL,2,14,2,7,12.8,6.1,7,13.1,8.0,*,,,*,,,*,,,*,,,*,,,7,10.5,8.1,*,,,*,,
2023,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,19K953,K953,HIGH SCHOOL,2,12,4,*,,,*,,,*,,,*,,,5,8.3,1.8,*,,,*,,,*,,,*,,,*,,
2023,GOTHAM TECH HIGH SCHOOL,30Q417,Q417,HIGH SCHOOL,1,7,2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2023,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,71M047,M047,HIGH SCHOOL,3,35,5,15,6.2,2.9,20,5.5,4.1,*,,,*,,,5,11.2,10.5,*,,,*,,,26,4.7,2.5,*,,,*,,
2023,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,71M135,M135,HIGH SCHOOL,3,25,4,11,5.9,4.1,14,8.8,3.6,*,,,*,,,*,,,*,,,11,5.9,2.5,12,9.1,5.0,*,,,*,,
2023,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,71M139,M139,HIGH SCHOOL,3,35,11,14,7.2,3.9,21,6.2,2.9,*,,,*,,,7,11.1,2.7,*,,,5,7.0,3.5,20,5.5,3.5,*,,,*,,
2023,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,71M157,M157,HIGH SCHOOL,2,21,5,12,5.1,3.2,9,6.2,1.7,*,,,*,,,*,,,*,,,7,5.3,1.4,7,6.7,3.9,*,,,*,,
2023,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,71M211,M211,HIGH SCHOOL,3,37,9,14,10.6,4.8,23,8.4,3.2,*,,,*,,,8,13.5,3.2,*,,,10,5.9,3.1,17,9.8,4.9,*,,,*,,
2023,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,71M280,M280,HIGH SCHOOL,3,38,5,12,7.0,4.6,26,6.5,3.1,*,,,*,,,9,8.8,3.6,*,,,*,,,22,5.6,3.6,*,,,*,,
2023,URBAN ASSEMBLY MAKER ACADEMY,71M282,M282,HIGH SCHOOL,4,46,7,16,7.6,2.9,30,5.8,2.0,*,,,5,6.5,2.2,13,8.2,1.7,*,,,7,6.9,4.0,19,5.1,1.9,*,,,*,,
2023,HARLEM RENAISSANCE HIGH SCHOOL,71M285,M285,HIGH SCHOOL,2,13,4,5,22.1,12.1,8,12.4,4.8,*,,,*,,,*,,,*,,,*,,,6,13.8,7.5,*,,,*,,
2023,FOOD AND FINANCE HIGH SCHOOL,71M288,M288,HIGH SCHOOL,3,32,6,17,11.9,7.6,15,8.3,6.0,*,,,*,,,7,7.9,4.2,*,,,9,7.3,3.7,11,10.6,8.7,*,,,*,,
2023,ORCHARD COLLEGIATE ACADEMY,71M292,M292,HIGH SCHOOL,2,25,5,14,11.2,6.2,11,7.9,4.2,*,,,5,6.8,5.0,*,,,*,,,*,,,13,9.6,5.7,*,,,*,,
2023,ESSEX STREET ACADEMY,71M294,M294,HIGH SCHOOL,2,30,4,12,10.2,6.5,18,12.2,7.2,*,,,5,10.1,5.7,5,5.9,1.7,*,,,*,,,17,12.8,9.1,*,,,*,,
2023,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,71M296,M296,HIGH SCHOOL,2,20,5,7,15.2,10.4,13,15.1,9.2,*,,,*,,,*,,,*,,,*,,,13,16.0,11.5,*,,,*,,
2023,PACE HIGH SCHOOL,71M298,M298,HIGH SCHOOL,4,45,8,22,12.5,8.5,23,10.4,5.7,*,,,*,,,8,14.0,5.6,*,,,9,9.0,4.9,22,12.1,8.1,*,,,*,,
2023,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,71M299,M299,HIGH SCHOOL,2,14,3,7,16.9,8.8,7,11.6,6.1,*,,,*,,,*,,,*,,,5,11.6,6.5,6,18.5,8.1,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,71M300,M300,HIGH SCHOOL,1,26,6,10,9.2,4.9,16,9.1,5.7,*,,,*,,,10,7.6,4.6,*,,,6,9.4,6.7,6,8.2,5.9,*,,,*,,
2023,FACING HISTORY SCHOOL  THE,71M303,M303,HIGH SCHOOL,2,31,6,10,8.6,6.6,21,8.4,5.2,*,,,*,,,8,12.4,6.8,*,,,7,5.8,4.1,16,7.7,5.8,*,,,*,,
2023,MOTT HALL HIGH SCHOOL,71M304,M304,HIGH SCHOOL,2,17,6,6,7.5,4.4,11,8.5,2.4,*,,,*,,,6,9.9,2.4,*,,,*,,,6,4.4,3.9,*,,,*,,
2023,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,71M305,M305,HIGH SCHOOL,2,24,7,12,8.0,4.1,12,7.8,4.8,*,,,*,,,6,10.4,5.8,*,,,*,,,15,7.0,3.8,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE,71M307,M307,HIGH SCHOOL,3,30,15,11,9.5,7.9,19,5.6,3.9,*,,,*,,,*,,,*,,,5,7.4,4.3,17,6.8,5.1,*,,,*,,
2023,LOWER MANHATTAN ARTS ACADEMY,71M308,M308,HIGH SCHOOL,1,26,7,14,9.1,3.4,12,6.8,4.4,*,,,*,,,*,,,*,,,*,,,16,9.4,4.8,*,,,*,,
2023,THE JUDITH S. KAYE SCHOOL,71M310,M310,HIGH SCHOOL,3,11,1,5,14.0,3.0,6,15.9,3.5,*,,,*,,,*,,,*,,,*,,,5,15.7,3.1,*,,,*,,
2023,JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,71M313,M313,HIGH SCHOOL,2,16,5,7,13.3,9.0,9,11.9,8.3,*,,,*,,,6,11.0,9.8,*,,,*,,,7,16.0,8.9,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,71M316,M316,HIGH SCHOOL,1,9,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.7,7.0,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,71M369,M369,HIGH SCHOOL,2,24,8,9,9.3,4.5,15,8.4,4.3,*,,,*,,,9,9.9,5.3,*,,,*,,,8,9.9,4.9,*,,,*,,
2023,GRAMERCY ARTS HIGH SCHOOL,71M374,M374,HIGH SCHOOL,3,37,12,15,7.0,4.1,22,5.9,2.9,*,,,5,3.2,1.9,5,9.3,1.6,*,,,6,3.5,3.0,20,7.3,4.2,*,,,*,,
2023,NYC ISCHOOL,71M376,M376,HIGH SCHOOL,2,37,8,15,8.9,5.5,22,9.2,5.2,*,,,*,,,*,,,*,,,9,5.0,3.3,21,12.4,7.5,*,,,*,,
