Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2023,MANHATTAN BUSINESS ACADEMY,71M392,M392,HIGH SCHOOL,3,32,3,15,10.2,6.6,17,9.2,4.2,*,,,5,7.1,5.6,5,11.4,4.3,*,,,*,,,18,9.0,5.6,*,,,*,,
2023,BUSINESS OF SPORTS SCHOOL,71M393,M393,HIGH SCHOOL,3,37,6,16,9.5,5.2,21,10.9,5.4,*,,,*,,,12,11.2,5.9,*,,,9,8.0,6.1,13,10.4,4.8,*,,,*,,
2023,EMMA LAZARUS HIGH SCHOOL,71M394,M394,HIGH SCHOOL,3,18,6,5,12.1,7.5,13,9.2,4.5,*,,,*,,,*,,,*,,,*,,,10,7.3,5.1,*,,,*,,
2023,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,71M399,M399,HIGH SCHOOL,3,15,4,8,11.6,6.3,7,14.0,5.7,*,,,*,,,*,,,*,,,*,,,8,9.5,5.5,*,,,*,,
2023,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,71M400,M400,HIGH SCHOOL,7,72,13,27,11.1,7.4,45,10.1,5.6,*,,,10,13.4,10.7,7,10.9,4.8,*,,,13,8.1,5.3,39,10.6,6.0,*,,,*,,
2023,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,71M402,M402,HIGH SCHOOL,1,28,6,10,7.9,4.0,18,3.9,2.1,*,,,*,,,*,,,*,,,*,,,20,4.9,3.1,*,,,*,,
2023,THE GLOBAL LEARNING COLLABORATIVE,71M403,M403,HIGH SCHOOL,3,34,7,16,9.4,5.9,18,13.7,5.5,*,,,5,7.9,4.8,*,,,*,,,5,16.2,2.2,19,12.6,6.8,*,,,*,,
2023,INNOVATION DIPLOMA PLUS,71M404,M404,HIGH SCHOOL,2,12,2,5,8.1,3.9,7,14.1,9.5,*,,,*,,,*,,,*,,,*,,,7,11.0,7.6,*,,,*,,
2023,BARUCH COLLEGE CAMPUS HIGH SCHOOL,71M411,M411,HIGH SCHOOL,3,30,6,8,10.7,7.5,22,7.7,3.9,*,,,*,,,*,,,*,,,*,,,21,8.2,6.1,*,,,*,,
2023,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,71M412,M412,HIGH SCHOOL,3,47,17,15,11.0,7.3,32,9.8,5.3,*,,,*,,,*,,,*,,,6,4.3,2.0,35,10.9,6.7,*,,,*,,
2023,N.Y.C. MUSEUM SCHOOL,71M414,M414,HIGH SCHOOL,3,32,8,11,13.5,5.6,21,13.4,5.3,*,,,*,,,*,,,*,,,6,11.2,3.4,17,13.5,7.1,*,,,*,,
2023,ELEANOR ROOSEVELT HIGH SCHOOL,71M416,M416,HIGH SCHOOL,2,34,5,16,13.0,9.7,18,10.9,7.3,*,,,6,11.6,5.8,*,,,*,,,*,,,25,11.8,8.5,*,,,*,,
2023,FRANK MCCOURT HIGH SCHOOL,71M417,M417,HIGH SCHOOL,2,31,6,11,5.2,1.8,20,8.8,4.9,*,,,*,,,5,11.0,3.3,*,,,6,4.8,2.2,18,7.8,4.8,*,,,*,,
2023,MILLENNIUM HIGH SCHOOL,71M418,M418,HIGH SCHOOL,3,43,5,11,12.5,8.3,32,10.2,8.0,*,,,9,9.9,8.0,*,,,*,,,*,,,31,11.5,8.3,*,,,*,,
2023,LANDMARK HIGH SCHOOL,71M419,M419,HIGH SCHOOL,3,32,10,12,8.9,6.5,20,7.3,4.8,*,,,*,,,*,,,*,,,*,,,19,7.9,4.9,*,,,*,,
2023,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,71M420,M420,HIGH SCHOOL,10,97,20,43,12.4,9.6,54,11.6,9.1,*,,,18,11.6,9.1,10,14.7,13.2,*,,,11,13.1,8.1,54,11.3,8.9,*,,,*,,
2023,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,71M423,M423,HIGH SCHOOL,2,15,3,9,8.6,4.6,6,16.4,5.8,*,,,*,,,*,,,*,,,*,,,7,8.9,4.4,*,,,*,,
2023,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,71M425,M425,HIGH SCHOOL,2,20,6,9,11.5,5.3,11,12.1,8.7,*,,,*,,,*,,,*,,,7,14.0,9.0,7,9.9,5.2,*,,,*,,
2023,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,71M427,M427,HIGH SCHOOL,3,15,4,5,11.6,8.4,10,9.9,6.5,*,,,*,,,*,,,*,,,6,13.3,6.9,5,7.4,6.2,*,,,*,,
2023,MURRAY HILL ACADEMY,71M432,M432,HIGH SCHOOL,2,20,7,8,12.3,6.6,12,11.9,6.6,*,,,*,,,*,,,*,,,*,,,12,14.4,6.6,*,,,*,,
2023,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,71M435,M435,HIGH SCHOOL,8,88,14,30,12.5,9.8,58,7.2,5.4,*,,,13,8.5,6.6,5,6.5,5.3,*,,,31,6.4,5.8,39,11.6,8.1,*,,,*,,
2023,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,71M437,M437,HIGH SCHOOL,3,18,8,8,14.9,4.8,10,7.4,1.7,*,,,*,,,*,,,*,,,*,,,10,8.0,2.2,*,,,*,,
2023,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,71M438,M438,HIGH SCHOOL,2,25,6,14,12.8,7.7,11,8.3,7.2,*,,,*,,,*,,,*,,,6,5.8,5.8,14,15.3,9.3,*,,,*,,
2023,MANHATTAN VILLAGE ACADEMY,71M439,M439,HIGH SCHOOL,3,30,5,14,8.7,7.0,16,11.9,9.1,*,,,*,,,*,,,*,,,*,,,19,9.6,8.6,*,,,*,,
2023,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,71M448,M448,HIGH SCHOOL,3,39,11,18,4.8,2.8,21,8.8,5.8,*,,,7,12.2,7.4,*,,,*,,,6,10.4,5.9,21,4.8,3.5,*,,,*,,
2023,VANGUARD HIGH SCHOOL,71M449,M449,HIGH SCHOOL,2,33,7,9,9.9,8.7,24,10.5,6.2,*,,,5,14.8,10.4,6,8.9,3.5,*,,,7,7.4,5.9,13,12.1,8.6,*,,,*,,
2023,FORSYTH SATELLITE ACADEMY,71M458,M458,HIGH SCHOOL,2,11,4,*,,,*,,,*,,,*,,,*,,,*,,,5,10.5,5.0,5,10.6,6.3,*,,,*,,
2023,MANHATTAN INTERNATIONAL HIGH SCHOOL,71M459,M459,HIGH SCHOOL,3,23,7,8,6.3,4.8,15,9.9,7.6,*,,,7,12.1,8.6,*,,,*,,,*,,,7,7.3,6.0,*,,,*,,
2023,THE COLLEGE ACADEMY,71M462,M462,HIGH SCHOOL,4,28,13,14,12.3,9.6,14,6.9,4.4,*,,,*,,,*,,,*,,,19,7.5,5.0,6,16.1,13.6,*,,,*,,
2023,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,71M463,M463,HIGH SCHOOL,3,28,7,11,12.4,9.1,17,7.1,4.8,*,,,*,,,*,,,*,,,18,7.8,4.7,5,12.1,11.5,*,,,*,,
2023,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,71M467,M467,HIGH SCHOOL,4,37,15,11,8.5,7.3,26,11.5,9.1,*,,,*,,,*,,,*,,,18,8.1,6.3,14,14.5,11.5,*,,,*,,
2023,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,71M468,M468,HIGH SCHOOL,4,29,10,13,13.3,8.5,16,11.5,6.8,*,,,*,,,6,6.8,1.8,*,,,11,11.7,8.8,11,16.9,10.0,*,,,*,,
2023,STUYVESANT HIGH SCHOOL,71M475,M475,HIGH SCHOOL,11,154,32,76,16.2,11.5,78,15.5,11.3,*,,,30,11.2,7.3,6,18.4,9.6,*,,,15,19.0,10.0,99,16.6,12.8,*,,,*,,
2023,BEACON HIGH SCHOOL,71M479,M479,HIGH SCHOOL,4,84,15,36,13.6,8.5,48,11.6,5.5,*,,,7,15.8,11.0,11,15.8,8.5,*,,,10,11.1,2.6,54,11.7,6.8,*,,,*,,
2023,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,71M485,M485,HIGH SCHOOL,14,149,23,61,13.9,9.2,88,13.4,10.0,*,,,21,16.0,10.1,16,13.2,9.4,*,,,8,11.0,3.4,95,13.7,10.5,*,,,6,10.9,7.9
2023,HIGH SCHOOL OF ECONOMICS AND FINANCE,71M489,M489,HIGH SCHOOL,4,47,7,24,8.9,5.6,23,10.3,6.8,*,,,6,8.4,4.2,*,,,*,,,6,9.6,5.0,28,9.2,5.8,*,,,*,,
2023,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTIC,71M492,M492,HIGH SCHOOL,2,31,8,10,12.2,8.7,21,11.6,7.5,*,,,5,15.2,9.1,8,6.7,3.3,*,,,*,,,15,14.2,10.4,*,,,*,,
2023,HIGH SCHOOL OF ARTS AND TECHNOLOGY,71M494,M494,HIGH SCHOOL,4,36,10,10,9.6,3.8,26,10.3,4.2,*,,,*,,,7,11.0,3.7,*,,,8,13.0,4.6,16,8.5,3.7,*,,,*,,
2023,PARK EAST HIGH SCHOOL,71M495,M495,HIGH SCHOOL,3,35,8,19,10.1,6.4,16,13.4,10.0,*,,,*,,,*,,,*,,,8,9.4,5.3,23,13.0,9.3,*,,,*,,
2023,UNITY CENTER FOR URBAN TECHNOLOGIES,71M500,M500,HIGH SCHOOL,3,17,5,8,7.5,6.5,9,5.4,3.6,*,,,*,,,*,,,*,,,10,6.1,4.8,*,,,*,,,*,,
2023,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,71M505,M505,HIGH SCHOOL,1,24,4,13,17.2,14.2,11,16.5,10.4,*,,,*,,,*,,,*,,,5,11.7,8.9,11,19.5,15.8,*,,,*,,
2023,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,71M507,M507,HIGH SCHOOL,2,38,10,19,7.3,4.8,19,7.2,4.8,*,,,6,8.7,5.0,6,8.1,7.0,*,,,8,2.4,1.5,18,8.7,5.5,*,,,*,,
2023,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,71M515,M515,HIGH SCHOOL,2,36,8,10,13.6,12.6,26,10.4,8.0,*,,,12,12.9,12.5,*,,,*,,,9,7.6,2.9,11,13.8,11.6,*,,,*,,
2023,TALENT UNLIMITED HIGH SCHOOL,71M519,M519,HIGH SCHOOL,3,34,10,13,11.5,8.2,21,8.9,4.9,*,,,6,5.1,2.6,*,,,*,,,*,,,20,12.7,8.2,*,,,*,,
2023,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,71M520,M520,HIGH SCHOOL,1,15,6,8,21.7,16.7,7,11.3,6.9,*,,,5,14.7,11.3,*,,,*,,,*,,,5,24.0,16.5,*,,,*,,
2023,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,71M529,M529,HIGH SCHOOL,2,20,6,6,9.4,4.3,14,11.2,7.4,*,,,5,6.1,2.3,*,,,*,,,5,13.5,9.2,7,12.8,8.5,*,,,*,,
2023,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,71M531,M531,HIGH SCHOOL,3,18,4,6,10.2,2.5,12,5.9,2.8,*,,,*,,,*,,,*,,,*,,,12,6.1,2.9,*,,,*,,
2023,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,71M533,M533,HIGH SCHOOL,3,34,6,16,7.8,5.3,18,7.2,4.7,*,,,5,7.4,4.9,*,,,*,,,10,5.8,4.9,15,9.9,5.7,*,,,*,,
2023,HARVEST COLLEGIATE HIGH SCHOOL,71M534,M534,HIGH SCHOOL,3,37,5,14,9.1,5.1,23,9.6,3.6,*,,,*,,,8,11.0,1.6,*,,,8,6.4,4.0,16,9.8,5.2,*,,,*,,
2023,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,71M540,M540,HIGH SCHOOL,8,83,26,45,12.8,7.0,38,11.2,6.9,*,,,7,12.3,6.3,14,12.9,6.2,*,,,31,11.1,6.4,26,12.9,8.3,*,,,*,,
2023,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,71M541,M541,HIGH SCHOOL,3,27,5,15,11.5,8.4,12,8.8,7.0,*,,,7,13.4,8.3,*,,,*,,,*,,,14,9.9,8.1,*,,,*,,
2023,MANHATTAN BRIDGES HIGH SCHOOL,71M542,M542,HIGH SCHOOL,2,33,7,10,12.0,7.7,23,9.5,5.1,*,,,*,,,*,,,*,,,19,9.9,6.5,8,9.3,6.1,*,,,*,,
2023,NEW DESIGN HIGH SCHOOL,71M543,M543,HIGH SCHOOL,3,47,9,16,9.7,7.2,31,9.9,5.3,*,,,*,,,*,,,*,,,7,5.6,1.9,33,11.1,7.2,*,,,*,,
2023,INDEPENDENCE HIGH SCHOOL,71M544,M544,HIGH SCHOOL,2,23,4,12,13.1,6.7,11,9.5,5.8,*,,,*,,,5,16.0,8.0,*,,,5,11.9,7.7,13,9.3,5.0,*,,,*,,
2023,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,71M545,M545,HIGH SCHOOL,2,23,5,10,10.4,5.4,13,8.8,8.2,*,,,13,7.8,5.5,*,,,*,,,*,,,7,12.0,11.7,*,,,*,,
2023,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,71M550,M550,HIGH SCHOOL,3,29,7,10,12.1,5.4,19,9.7,6.5,*,,,7,12.1,8.1,*,,,*,,,7,14.9,8.4,12,8.1,3.5,*,,,*,,
2023,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,71M551,M551,HIGH SCHOOL,4,41,11,25,10.4,5.9,16,12.0,6.0,*,,,*,,,*,,,*,,,*,,,27,10.8,6.4,*,,,*,,
2023,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,71M552,M552,HIGH SCHOOL,4,38,9,18,12.5,6.7,20,10.9,7.0,*,,,*,,,*,,,*,,,27,11.6,6.8,*,,,*,,,*,,
2023,CENTRAL PARK EAST HIGH SCHOOL,71M555,M555,HIGH SCHOOL,3,34,9,9,9.6,7.6,25,10.2,8.5,*,,,*,,,*,,,*,,,*,,,24,11.8,9.7,*,,,*,,
2023,HIGH SCHOOL M560 - CITY AS SCHOOL,71M560,M560,HIGH SCHOOL,3,36,11,10,15.7,8.7,26,14.4,6.7,*,,,*,,,8,14.1,6.1,*,,,7,15.4,7.0,16,16.3,8.1,*,,,*,,
2023,URBAN ACADEMY LABORATORY HIGH SCHOOL,71M565,M565,HIGH SCHOOL,1,15,4,*,,,*,,,*,,,*,,,6,16.1,13.6,*,,,*,,,5,23.3,19.0,*,,,*,,
2023,SATELLITE ACADEMY HIGH SCHOOL,71M570,M570,HIGH SCHOOL,2,12,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,16.9,9.1,*,,,*,,
2023,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,71M575,M575,HIGH SCHOOL,6,44,14,26,11.0,7.3,18,13.4,8.5,*,,,*,,,*,,,*,,,6,16.0,10.4,30,10.3,6.3,*,,,*,,
2023,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,71M580,M580,HIGH SCHOOL,2,22,4,12,17.3,14.4,10,16.5,10.8,*,,,*,,,*,,,*,,,*,,,17,17.9,14.8,*,,,*,,
2023,HARVEY MILK HIGH SCHOOL,71M586,M586,HIGH SCHOOL,2,10,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,9.3,6.5,*,,,*,,
2023,THE HIGH SCHOOL OF FASHION INDUSTRIES,71M600,M600,HIGH SCHOOL,13,110,34,29,8.8,7.1,81,9.3,6.6,*,,,12,11.6,8.6,10,4.8,3.3,*,,,17,8.8,7.8,67,9.8,6.9,*,,,*,,
2023,HUMANITIES PREPARATORY ACADEMY,71M605,M605,HIGH SCHOOL,2,21,4,6,14.5,5.8,15,11.3,6.3,*,,,*,,,*,,,*,,,*,,,10,10.6,4.1,*,,,*,,
2023,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,71M615,M615,HIGH SCHOOL,3,34,12,13,13.4,9.4,21,13.5,6.3,*,,,5,12.3,6.9,8,15.4,3.5,*,,,6,4.4,2.9,15,16.4,11.7,*,,,*,,
2023,ART AND DESIGN HIGH SCHOOL,71M630,M630,HIGH SCHOOL,8,97,21,42,11.2,8.6,55,8.4,6.0,*,,,12,7.7,5.2,13,11.0,7.5,*,,,11,7.9,5.3,58,9.9,7.6,*,,,*,,
2023,CASCADES HIGH SCHOOL,71M650,M650,HIGH SCHOOL,2,13,3,5,12.9,9.5,8,12.5,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2023,THE HIGH SCHOOL FOR CLIMATE JUSTICE,71M655,M655,HIGH SCHOOL,3,27,7,17,11.5,9.2,10,10.0,8.2,*,,,5,13.7,13.5,*,,,*,,,*,,,15,11.4,8.0,*,,,*,,
2023,HERITAGE SCHOOL  THE,71M680,M680,HIGH SCHOOL,3,22,6,11,7.5,4.1,11,5.3,2.9,*,,,*,,,*,,,*,,,*,,,15,5.0,3.3,*,,,*,,
2023,HIGH SCHOOL FOR MATHEMATICS  SCIENCE AND ENGINEERI,71M692,M692,HIGH SCHOOL,2,31,6,22,14.6,11.7,9,15.4,6.1,*,,,6,13.7,5.6,*,,,*,,,*,,,19,16.1,12.7,*,,,*,,
2023,BARD HIGH SCHOOL EARLY COLLEGE,71M696,M696,HIGH SCHOOL,3,43,6,23,13.0,8.8,20,10.9,6.5,*,,,11,9.6,6.8,*,,,*,,,6,10.4,6.3,22,13.7,8.7,*,,,*,,
2023,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,72X213,X213,HIGH SCHOOL,3,31,9,16,17.2,9.0,15,12.7,6.3,*,,,*,,,14,14.6,6.4,*,,,5,18.4,11.7,8,15.8,7.7,*,,,*,,
2023,BRONX COLLEGIATE ACADEMY,72X227,X227,HIGH SCHOOL,5,27,10,12,10.0,7.8,15,12.9,8.7,*,,,*,,,6,16.5,8.0,*,,,8,8.8,6.9,10,11.3,9.6,*,,,*,,
2023,THE MARIE CURIE SCHOOL FOR MEDICINE  NURSING  AND,72X237,X237,HIGH SCHOOL,2,25,6,13,13.7,8.2,12,13.2,7.2,*,,,*,,,6,16.6,7.2,*,,,*,,,17,12.3,8.2,*,,,*,,
2023,METROPOLITAN HIGH SCHOOL  THE,72X248,X248,HIGH SCHOOL,3,20,6,10,17.8,3.1,10,11.3,4.4,*,,,*,,,8,12.0,3.1,*,,,*,,,6,14.0,4.0,*,,,*,,
2023,BRONX HEALTH SCIENCES HIGH SCHOOL,72X249,X249,HIGH SCHOOL,3,25,6,15,7.3,4.9,10,11.1,6.3,*,,,*,,,*,,,*,,,*,,,16,8.0,4.0,*,,,*,,
2023,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,72X250,X250,HIGH SCHOOL,3,28,10,10,12.7,6.0,18,9.9,5.9,*,,,*,,,6,13.8,6.0,*,,,7,7.6,4.6,13,12.3,7.4,*,,,*,,
2023,EXPLORATIONS ACADEMY H.S.,72X251,X251,HIGH SCHOOL,3,27,10,12,8.3,6.3,15,9.9,4.0,*,,,*,,,5,14.0,2.6,*,,,14,6.2,4.4,8,11.5,7.7,*,,,*,,
2023,MOTT HALL BRONX HIGH SCHOOL,72X252,X252,HIGH SCHOOL,2,31,7,16,6.4,3.3,15,5.9,4.4,*,,,*,,,7,5.6,3.6,*,,,8,2.0,1.5,13,9.8,5.6,*,,,*,,
2023,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,72X253,X253,HIGH SCHOOL,2,18,11,6,11.6,7.8,12,16.4,7.8,*,,,*,,,8,13.9,8.4,*,,,*,,,6,17.5,9.0,*,,,*,,
2023,H.E.R.O. HIGH (HEALTH  EDUCATION  AND RESEARCH OCC,72X259,X259,HIGH SCHOOL,3,70,13,24,8.3,3.2,46,7.6,3.1,*,,,*,,,12,11.6,3.7,*,,,21,5.0,1.9,31,8.1,3.6,*,,,*,,
2023,BRONX CENTER FOR SCIENCE AND MATHEMATICS,72X260,X260,HIGH SCHOOL,4,30,7,11,10.1,5.4,19,7.0,4.6,*,,,*,,,6,11.4,4.4,*,,,8,6.2,3.9,12,8.5,6.0,*,,,*,,
2023,VALIDUS PREPARATORY ACADEMY,72X263,X263,HIGH SCHOOL,2,24,9,13,10.6,7.0,11,12.7,6.6,*,,,*,,,12,11.5,5.8,*,,,*,,,7,11.2,7.4,*,,,*,,
2023,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),72X264,X264,HIGH SCHOOL,3,39,10,16,8.1,4.3,23,10.6,4.3,*,,,*,,,7,14.1,4.3,*,,,12,10.8,3.0,17,7.7,5.2,*,,,*,,
2023,BRONX LAB SCHOOL,72X265,X265,HIGH SCHOOL,3,23,8,9,12.2,8.2,14,13.0,8.3,*,,,*,,,5,15.1,10.9,*,,,*,,,14,12.3,7.2,*,,,*,,
2023,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,72X268,X268,HIGH SCHOOL,2,18,8,12,18.3,9.7,6,12.7,7.1,*,,,*,,,*,,,*,,,9,14.7,7.7,5,18.5,9.3,*,,,*,,
2023,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,72X270,X270,HIGH SCHOOL,3,28,9,11,14.1,7.6,17,13.3,8.0,*,,,*,,,14,12.4,8.6,*,,,*,,,7,16.3,6.6,*,,,*,,
2023,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72X275,X275,HIGH SCHOOL,4,35,10,18,16.9,9.3,17,11.4,7.8,*,,,5,10.4,7.9,11,11.5,6.5,*,,,*,,,13,19.3,10.5,*,,,*,,
2023,WOMEN'S ACADEMY OF EXCELLENCE,72X282,X282,HIGH SCHOOL,2,17,7,6,15.2,5.8,11,16.0,7.8,*,,,5,18.5,6.4,5,17.7,10.5,*,,,*,,,6,12.2,5.0,*,,,*,,
2023,BRONX SCHOOL OF LAW AND FINANCE,72X284,X284,HIGH SCHOOL,3,25,10,9,14.5,9.7,16,11.0,7.2,*,,,*,,,*,,,*,,,9,9.9,8.2,10,14.6,8.4,*,,,*,,
2023,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,72X288,X288,HIGH SCHOOL,4,32,10,10,12.4,4.8,22,13.3,4.8,*,,,*,,,15,12.7,3.8,*,,,8,15.3,3.9,7,12.8,7.9,*,,,*,,
2023,BRONX ACADEMY OF HEALTH CAREERS,72X290,X290,HIGH SCHOOL,3,26,7,9,9.3,6.5,17,8.6,5.3,*,,,*,,,12,11.6,8.5,*,,,9,5.8,0.9,*,,,*,,,*,,
2023,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TH,72X293,X293,HIGH SCHOOL,3,34,9,19,8.5,5.9,15,11.4,6.5,*,,,*,,,6,12.9,8.0,*,,,11,10.6,4.3,14,7.7,6.5,*,,,*,,
2023,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,72X297,X297,HIGH SCHOOL,3,38,10,17,5.2,3.4,21,10.4,7.7,*,,,*,,,7,11.0,9.3,*,,,9,6.8,4.8,15,6.8,5.4,*,,,*,,
2023,ASTOR COLLEGIATE ACADEMY,72X299,X299,HIGH SCHOOL,3,32,10,16,14.6,9.5,16,9.0,6.7,*,,,*,,,10,7.9,3.7,*,,,*,,,16,15.0,10.6,*,,,*,,
2023,MILLENNIUM ART ACADEMY,72X312,X312,HIGH SCHOOL,3,36,6,12,9.1,6.9,24,12.7,6.4,*,,,*,,,5,12.3,8.9,*,,,10,10.2,5.1,18,12.3,7.5,*,,,*,,
2023,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,72X319,X319,HIGH SCHOOL,2,12,6,5,22.2,13.5,7,17.9,9.5,*,,,*,,,*,,,*,,,*,,,9,19.0,11.5,*,,,*,,
2023,PELHAM LAB HIGH SCHOOL,72X320,X320,HIGH SCHOOL,3,29,11,16,9.5,4.9,13,8.1,5.0,*,,,5,7.7,4.4,7,8.0,4.8,*,,,7,7.7,4.3,10,10.8,5.9,*,,,*,,
2023,DREAMYARD PREPARATORY SCHOOL,72X329,X329,HIGH SCHOOL,2,26,8,7,8.2,5.0,19,6.1,4.1,*,,,*,,,7,4.5,1.6,*,,,9,5.7,4.1,7,10.1,7.1,*,,,*,,
2023,INTERNATIONAL COMMUNITY HIGH SCHOOL,72X334,X334,HIGH SCHOOL,3,27,14,14,12.0,8.9,13,8.6,5.6,*,,,5,14.6,11.6,*,,,*,,,8,8.0,5.9,10,10.8,7.5,*,,,*,,
2023,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,72X348,X348,HIGH SCHOOL,3,27,7,12,10.9,5.5,15,12.6,5.1,*,,,*,,,5,11.5,6.4,*,,,8,12.6,5.0,10,9.8,4.1,*,,,*,,
2023,BRONX RIVER HIGH SCHOOL,72X349,X349,HIGH SCHOOL,3,35,11,15,6.6,3.7,20,10.4,5.3,*,,,*,,,*,,,*,,,11,8.8,3.7,17,10.5,5.8,*,,,*,,
2023,NEW DIRECTIONS SECONDARY SCHOOL,72X350,X350,HIGH SCHOOL,2,15,6,5,5.4,2.9,10,10.0,5.1,*,,,*,,,*,,,*,,,6,8.9,3.8,6,7.1,5.2,*,,,*,,
2023,BRONX COLLABORATIVE HIGH SCHOOL,72X351,X351,HIGH SCHOOL,3,38,10,15,8.1,3.9,23,8.8,4.1,*,,,*,,,5,9.9,2.3,*,,,8,6.1,5.2,23,9.3,3.9,*,,,*,,
2023,WORLD VIEW HIGH SCHOOL,72X353,X353,HIGH SCHOOL,4,48,14,19,4.2,3.0,29,5.7,3.7,*,,,*,,,*,,,*,,,18,4.7,2.9,23,5.6,4.0,*,,,*,,
2023,ACADEMY FOR LANGUAGE AND TECHNOLOGY,72X365,X365,HIGH SCHOOL,2,23,5,9,5.5,4.6,14,3.6,3.6,*,,,*,,,*,,,*,,,12,4.1,3.4,9,5.6,5.6,*,,,*,,
2023,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,72X374,X374,HIGH SCHOOL,3,32,7,14,4.6,3.9,18,6.7,3.3,*,,,*,,,*,,,*,,,9,4.8,1.9,16,6.1,4.5,*,,,*,,
2023,BRONX COMMUNITY HIGH SCHOOL,72X377,X377,HIGH SCHOOL,2,11,3,*,,,*,,,*,,,*,,,5,16.7,9.3,*,,,*,,,*,,,*,,,*,,
2023,JILL CHAIFETZ TRANSFER HIGH SCHOOL,72X379,X379,HIGH SCHOOL,2,18,8,8,17.4,6.7,10,11.0,4.5,*,,,*,,,*,,,*,,,5,11.7,4.1,9,15.3,6.8,*,,,*,,
2023,BRONX HAVEN HIGH SCHOOL,72X381,X381,HIGH SCHOOL,1,13,4,8,12.7,4.2,5,9.7,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2023,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,72X388,X388,HIGH SCHOOL,3,26,5,11,7.0,6.2,15,9.4,6.1,*,,,*,,,*,,,*,,,15,8.5,6.6,11,8.2,5.6,*,,,*,,
