School Name,Regents Exam,Year,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Period,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,School Type,School Level,latitude,longitude,formatted_address,ZIP Code,Neighborhood
Academy for Excellence in Leadership,Common Core English,2020,50,57.43,53.99,46.01,4.02,COVID,0.0,18.0,82.0,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core Algebra,2022,57,51.8,89.52,10.56,0.0,COVID,0.0,15.79,84.21,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Living Environment,2022,65,54.75,78.45,21.55,3.06,COVID,0.0,15.38,84.62,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Living Environment,2023,70,58.4,70.0,30.0,4.3,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Living Environment,2018,77,55.19,68.83,31.17,2.57,pre-COVID,0.0,14.29,85.71,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core Algebra,2018,82,53.42,81.72,18.28,1.21,pre-COVID,0.0,17.07,82.93,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core Algebra,2020,95,49.83,91.61,8.41,0.0,COVID,0.0,16.84,83.16,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Living Environment,2019,98,59.33,57.18,42.9,4.13,pre-COVID,0.0,18.37,81.63,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core English,2018,108,48.18,67.56,32.44,3.71,pre-COVID,0.0,15.74,84.26,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core Algebra,2023,108,60.94,60.16,39.84,0.9,COVID,0.0,10.19,89.81,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Living Environment,2017,126,60.88,54.73,45.27,3.17,pre-COVID,0.0,16.67,83.33,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core English,2019,131,55.45,58.76,41.24,13.01,pre-COVID,0.0,16.03,79.39,4.58,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core English,2023,132,50.95,68.16,31.85,6.85,COVID,0.0,12.12,87.88,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core Algebra,2017,137,61.69,47.47,52.53,2.2,pre-COVID,0.0,15.33,84.67,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core English,2017,139,62.27,38.11,61.89,17.25,pre-COVID,0.0,21.58,78.42,0.0,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Excellence in Leadership,Common Core Algebra,2019,167,56.92,69.48,30.52,0.64,pre-COVID,0.0,16.17,79.64,4.19,General Academic,High school,40.696457,-73.911751,400 IRVING AVENUE,11237,Williamsburg - Bushwick
Academy for Health Careers,Living Environment,2020,11,50.7,100.0,0.0,0.0,COVID,0.0,100.0,0.0,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core Algebra,2020,25,56.1,80.0,20.0,0.0,COVID,0.0,100.0,0.0,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Living Environment,2023,29,58.3,65.5,34.5,3.4,COVID,0.0,100.0,0.0,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core Algebra,2022,31,59.4,51.63,48.37,0.0,COVID,0.0,74.19,25.81,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Living Environment,2022,31,64.5,35.5,64.5,6.45,COVID,0.0,64.52,35.48,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core Algebra,2023,41,52.95,85.37,14.63,0.0,COVID,0.0,82.93,17.07,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Living Environment,2019,54,69.3,29.6,70.4,18.5,pre-COVID,0.0,100.0,0.0,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core English,2022,58,71.2,24.1,75.9,43.13,COVID,0.0,79.31,20.69,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core English,2023,59,61.64,42.42,57.58,8.44,COVID,0.0,77.97,22.03,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core English,2019,76,73.86,13.14,86.86,34.23,pre-COVID,0.0,81.58,18.42,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Living Environment,2018,77,68.66,37.66,62.34,27.26,pre-COVID,0.0,79.22,20.78,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core English,2017,90,67.58,32.2,67.8,38.88,pre-COVID,0.0,91.11,8.89,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core Algebra,2018,94,65.1,40.43,59.57,7.43,pre-COVID,0.0,82.98,17.02,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core Algebra,2017,104,62.83,49.97,50.03,1.89,pre-COVID,0.0,84.62,9.62,5.77,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Living Environment,2017,115,65.33,41.77,58.23,13.88,pre-COVID,0.0,84.35,15.65,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core Algebra,2019,117,67.76,34.16,65.84,12.79,pre-COVID,0.0,89.74,10.26,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Health Careers,Common Core English,2018,161,64.5,40.37,59.63,21.16,pre-COVID,0.0,83.85,16.15,0.0,Career Technical,High school,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights
Academy for Language and Technology,Common Core Algebra,2021,46,53.5,80.4,19.6,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core English,2021,47,42.8,74.5,25.5,14.9,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Living Environment,2020,48,53.9,85.4,14.6,2.1,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Living Environment,2021,50,53.1,72.0,28.0,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core English,2020,52,68.0,32.7,67.3,34.6,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Living Environment,2022,112,64.1,45.5,54.5,7.1,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core English,2022,115,67.9,32.2,67.8,34.8,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Living Environment,2019,139,63.5,50.4,49.6,14.4,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Living Environment,2018,144,66.0,34.7,65.3,12.5,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core Algebra,2020,152,67.3,34.9,65.1,12.5,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core English,2019,152,72.0,19.7,80.3,38.2,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core English,2017,172,61.3,43.0,57.0,15.1,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core Algebra,2022,189,64.2,41.3,58.7,10.1,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core English,2023,206,68.9,30.6,69.4,47.1,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Language and Technology,Common Core Algebra,2019,253,67.9,26.5,73.5,8.7,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.849416,-73.915217,1700 MACOMBS ROAD,10453,Crotona - Tremont
Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,2020,28,52.2,82.1,17.9,3.6,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,2022,28,61.2,57.1,42.9,7.1,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,2020,64,59.64,57.8,42.2,1.53,COVID,0.0,76.56,23.44,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,2023,68,62.45,57.38,42.62,17.65,COVID,0.0,75.0,25.0,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,2020,75,71.48,30.64,69.36,37.29,COVID,0.0,69.33,30.67,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,2022,80,67.8,37.48,62.52,37.5,COVID,0.0,75.0,25.0,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,2022,82,56.14,71.96,28.04,7.34,COVID,0.0,65.85,34.15,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,2023,84,67.14,36.93,63.07,23.82,COVID,0.0,63.1,36.9,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,2018,93,68.29,26.86,73.14,38.68,pre-COVID,0.0,73.12,26.88,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,2019,94,71.83,19.15,80.85,31.93,pre-COVID,0.0,74.47,25.53,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,2018,97,61.54,52.58,47.42,7.24,pre-COVID,0.0,73.2,26.8,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,2017,97,70.36,20.62,79.38,40.21,pre-COVID,0.0,69.07,30.93,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,2023,110,56.81,66.38,33.62,4.54,COVID,0.0,64.55,35.45,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,2017,117,60.45,58.1,41.9,6.82,pre-COVID,0.0,71.79,28.21,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,2019,120,60.34,55.81,44.19,7.51,pre-COVID,0.0,75.83,24.17,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,2019,154,56.97,70.11,29.89,1.96,pre-COVID,0.0,69.48,30.52,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,2018,177,57.25,63.26,36.74,1.14,pre-COVID,0.0,63.28,33.33,3.39,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,2017,216,62.12,47.21,52.79,2.76,pre-COVID,0.0,67.59,32.41,0.0,General Academic,High school,40.888242,-73.852714,921 EAST 228 STREET,10466,Northeast Bronx
Academy for Software Engineering,Common Core Algebra,2022,75,60.72,68.01,31.99,5.32,COVID,13.33,29.33,57.33,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Living Environment,2022,76,65.05,44.75,55.25,17.13,COVID,13.16,27.63,59.21,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core Algebra,2023,79,60.26,56.96,43.04,2.52,COVID,11.39,29.11,59.49,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Living Environment,2023,88,61.41,53.41,46.59,17.02,COVID,11.36,25.0,63.64,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Living Environment,2018,90,72.87,25.57,74.43,41.08,pre-COVID,0.0,23.33,64.44,12.22,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core Algebra,2020,91,60.82,51.67,48.35,4.4,COVID,17.58,24.18,49.45,8.79,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Living Environment,2017,93,72.12,23.64,76.36,27.96,pre-COVID,13.98,29.03,56.99,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Living Environment,2019,93,74.35,22.56,77.44,38.7,pre-COVID,15.05,22.58,62.37,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core English,2018,107,73.79,19.63,80.37,44.82,pre-COVID,0.0,17.76,70.09,12.15,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core Algebra,2018,108,66.58,36.1,63.9,4.64,pre-COVID,0.0,30.56,58.33,11.11,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core Algebra,2019,120,67.77,33.34,66.66,14.17,pre-COVID,0.0,22.5,65.83,11.67,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core English,2017,126,77.55,7.18,92.82,52.38,pre-COVID,5.56,27.78,58.73,7.94,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core English,2019,157,79.55,12.71,87.29,63.7,pre-COVID,0.0,23.57,61.15,15.29,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core English,2020,160,74.12,21.25,78.75,51.22,COVID,13.12,26.25,60.62,0.0,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core Algebra,2017,175,70.52,21.12,78.88,17.71,pre-COVID,10.29,24.0,58.86,6.86,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
Academy for Software Engineering,Common Core English,2023,183,71.87,29.52,70.48,38.27,COVID,14.21,32.24,48.63,4.92,Career Technical,High school,40.735361,-73.987064,40 IRVING PLACE,10003,Union Square - Lower East Side
