School Name,Regents Exam,Year,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Period,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,School Type,School Level,latitude,longitude,formatted_address,ZIP Code,Neighborhood
Alfred E. Smith Career and Technical Education Hig,Common Core English,2019,100,75.2,6.0,94.0,43.0,pre-COVID,0.0,0.0,100.0,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core Algebra,2022,107,53.04,83.19,16.81,0.92,COVID,0.0,28.97,71.03,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core English,2017,111,68.35,25.24,74.76,30.6,pre-COVID,0.0,23.42,76.58,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Living Environment,2017,121,62.14,51.24,48.76,4.14,pre-COVID,0.0,17.36,82.64,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core English,2018,135,63.76,37.05,62.95,21.47,pre-COVID,0.0,18.52,81.48,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Living Environment,2018,140,61.72,50.04,49.96,6.42,pre-COVID,0.0,20.71,79.29,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Living Environment,2019,147,60.86,52.34,47.66,4.74,pre-COVID,0.0,19.73,80.27,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core Algebra,2017,148,64.53,39.87,60.13,1.99,pre-COVID,0.0,17.57,82.43,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core Algebra,2018,159,59.5,59.15,40.85,2.52,pre-COVID,0.0,24.53,75.47,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core Algebra,2019,163,65.86,34.34,65.66,1.86,pre-COVID,0.0,22.7,77.3,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Alfred E. Smith Career and Technical Education Hig,Common Core Algebra,2023,170,55.1,76.48,23.52,1.16,COVID,0.0,30.0,70.0,0.0,Career Technical,High school,40.818645,-73.919949,333 EAST 151 STREET,10451,High Bridge - Morrisania
Antonia Pantoja Preparatory Academy: A College Boa,Common Core Algebra,2020,28,53.2,82.1,17.9,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Living Environment,2020,30,59.92,63.3,36.7,6.64,COVID,0.0,20.0,80.0,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core English,2020,34,73.39,29.4,70.6,52.93,COVID,0.0,26.47,73.53,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core English,2022,38,51.52,65.77,34.23,7.86,COVID,0.0,26.32,73.68,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core English,2017,38,72.29,18.43,81.57,39.49,pre-COVID,0.0,34.21,65.79,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Living Environment,2019,48,67.4,43.73,56.27,20.83,pre-COVID,0.0,35.42,64.58,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core English,2023,58,66.53,36.19,63.81,25.84,COVID,0.0,18.97,81.03,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Living Environment,2018,62,68.65,37.11,62.89,29.05,pre-COVID,12.9,33.87,53.23,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Living Environment,2017,64,69.75,23.45,76.55,15.66,pre-COVID,0.0,23.44,76.56,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core English,2018,66,63.9,36.33,63.67,33.3,pre-COVID,0.0,34.85,65.15,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core English,2019,66,68.56,31.83,68.17,22.7,pre-COVID,0.0,19.7,80.3,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Living Environment,2022,69,56.95,66.68,33.32,4.37,COVID,0.0,18.84,81.16,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core Algebra,2019,85,62.43,56.5,43.5,3.51,pre-COVID,11.76,23.53,64.71,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core Algebra,2018,96,63.8,41.66,58.34,5.22,pre-COVID,8.33,34.38,57.29,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core Algebra,2017,99,60.94,50.49,49.51,1.0,pre-COVID,0.0,28.28,71.72,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core Algebra,2022,107,51.97,86.95,13.05,0.0,COVID,0.0,19.63,80.37,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Living Environment,2023,115,55.01,73.94,26.06,6.08,COVID,8.7,26.09,65.22,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Antonia Pantoja Preparatory Academy: A College Boa,Common Core Algebra,2023,116,54.05,73.28,26.72,1.75,COVID,12.07,18.97,68.97,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Living Environment,2020,10,48.4,90.0,10.0,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core English,2022,16,59.0,56.24,43.76,12.5,COVID,0.0,37.5,62.5,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core Algebra,2020,20,54.93,84.98,15.02,0.0,COVID,0.0,35.0,65.0,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core English,2020,23,72.44,21.74,78.26,34.83,COVID,30.43,0.0,69.57,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core Algebra,2022,25,60.94,55.97,44.03,8.02,COVID,0.0,32.0,68.0,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core English,2023,58,63.17,43.1,56.9,10.37,COVID,0.0,34.48,65.52,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core English,2017,69,68.2,26.07,73.93,34.77,pre-COVID,0.0,46.38,53.62,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Living Environment,2023,74,63.07,47.32,52.68,14.85,COVID,14.86,27.03,58.11,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core English,2019,77,73.54,16.85,83.15,32.48,pre-COVID,0.0,25.97,74.03,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core Algebra,2019,88,67.26,42.06,57.94,22.72,pre-COVID,12.5,31.82,55.68,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core English,2018,95,65.21,36.85,63.15,27.38,pre-COVID,9.47,21.05,69.47,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Living Environment,2022,98,68.96,34.7,65.3,22.45,COVID,9.18,25.51,65.31,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core Algebra,2017,105,66.29,39.03,60.97,16.18,pre-COVID,6.67,31.43,61.9,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core Algebra,2023,133,58.39,64.67,35.33,3.0,COVID,9.02,28.57,62.41,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Living Environment,2017,134,68.17,35.07,64.93,25.34,pre-COVID,10.45,32.84,56.72,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Common Core Algebra,2018,140,70.26,27.85,72.15,27.84,pre-COVID,17.86,22.86,59.29,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Living Environment,2018,142,69.36,31.0,69.0,31.66,pre-COVID,16.2,24.65,59.15,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
"Archimedes Academy for Math, Science and Technolog",Living Environment,2019,162,68.77,33.93,66.07,22.8,pre-COVID,11.73,30.25,58.02,0.0,General Academic,High school,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck
Art and Design High School,Living Environment,2021,12,76.8,0.0,100.0,41.7,COVID,0.0,0.0,100.0,0.0,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core Algebra,2020,20,53.2,80.0,20.0,0.0,COVID,0.0,0.0,100.0,0.0,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Living Environment,2020,27,51.45,85.19,14.81,0.0,COVID,0.0,25.93,74.07,0.0,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2021,37,81.59,2.72,97.28,67.54,COVID,0.0,21.62,56.76,21.62,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2020,114,83.99,6.17,93.83,75.43,COVID,11.4,18.42,57.02,13.16,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core Algebra,2022,145,71.73,22.76,77.24,30.35,COVID,12.41,14.48,51.72,21.38,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Living Environment,2022,159,76.13,16.97,83.03,40.9,COVID,11.95,13.84,49.06,25.16,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core Algebra,2023,162,75.02,17.89,82.11,43.83,COVID,11.73,15.43,45.06,27.78,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Living Environment,2023,191,78.76,13.09,86.91,51.35,COVID,12.04,13.09,47.64,27.23,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core Algebra,2018,302,71.03,23.17,76.83,23.53,pre-COVID,7.28,17.88,56.29,18.54,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Living Environment,2018,307,75.56,18.6,81.4,46.92,pre-COVID,6.19,14.66,63.19,15.96,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core Algebra,2019,318,74.69,19.52,80.48,45.26,pre-COVID,8.49,16.04,55.66,19.81,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Living Environment,2017,325,75.68,16.92,83.08,43.68,pre-COVID,8.62,16.62,60.31,14.46,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core Algebra,2017,334,74.37,16.76,83.24,38.02,pre-COVID,6.59,16.77,58.98,17.66,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Living Environment,2019,334,77.69,15.86,84.14,53.29,pre-COVID,9.28,14.97,55.99,19.76,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2018,336,79.96,10.74,89.26,66.37,pre-COVID,5.95,16.07,61.01,16.96,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2017,354,81.01,6.77,93.23,67.21,pre-COVID,5.93,23.16,58.19,12.71,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2019,381,81.5,6.59,93.41,64.33,pre-COVID,9.97,15.75,59.84,14.44,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2022,425,83.36,5.18,94.82,75.76,COVID,11.29,15.29,45.18,28.24,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Art and Design High School,Common Core English,2023,524,81.64,7.83,92.17,65.45,COVID,11.64,15.08,44.27,29.01,Career Technical,High school,40.759248,-73.967204,245 EAST 56 STREET,10022,Gramercy Park - Murray Hill
Arturo A. Schomburg Satellite Academy Bronx,Living Environment,2018,13,53.75,84.6,15.4,0.0,pre-COVID,0.0,46.15,53.85,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Arturo A. Schomburg Satellite Academy Bronx,Common Core English,2022,20,60.31,50.04,49.96,4.97,COVID,0.0,30.0,70.0,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Arturo A. Schomburg Satellite Academy Bronx,Common Core English,2020,36,62.19,50.01,49.99,8.31,COVID,0.0,38.89,61.11,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Arturo A. Schomburg Satellite Academy Bronx,Common Core English,2023,38,62.36,49.99,50.01,23.69,COVID,0.0,34.21,65.79,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Arturo A. Schomburg Satellite Academy Bronx,Common Core English,2018,47,58.3,53.2,46.8,10.6,pre-COVID,0.0,0.0,100.0,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Arturo A. Schomburg Satellite Academy Bronx,Common Core English,2017,53,67.93,30.16,69.84,24.49,pre-COVID,0.0,43.4,56.6,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Arturo A. Schomburg Satellite Academy Bronx,Common Core English,2019,85,69.36,23.55,76.45,24.7,pre-COVID,0.0,32.94,67.06,0.0,Transfer School,High school,40.823124,-73.898265,1010 REV. J. A. POLITE AVENUE,10459,Hunts Point - Mott Haven
Aspirations Diploma Plus High School,Living Environment,2023,20,49.4,80.0,20.0,0.0,COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core Algebra,2022,22,59.4,72.7,27.3,0.0,COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core English,2022,40,59.3,45.0,55.0,5.0,COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core English,2023,46,72.6,26.1,73.9,39.1,COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core English,2018,78,58.82,51.27,48.73,15.37,pre-COVID,0.0,82.05,17.95,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core Algebra,2018,84,55.0,81.0,19.0,0.0,pre-COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core English,2019,86,65.3,34.9,65.1,9.3,pre-COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core Algebra,2020,88,50.28,84.11,15.89,0.0,COVID,0.0,86.36,13.64,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Living Environment,2020,94,55.71,76.59,23.41,4.27,COVID,0.0,76.6,23.4,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Living Environment,2019,94,57.85,65.94,34.06,4.23,pre-COVID,0.0,87.23,12.77,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Living Environment,2018,96,59.83,64.56,35.44,0.0,pre-COVID,0.0,79.17,20.83,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Living Environment,2017,102,58.7,60.8,39.2,5.9,pre-COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core Algebra,2017,110,58.2,69.1,30.9,0.0,pre-COVID,0.0,100.0,0.0,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core English,2017,112,70.34,26.78,73.22,37.54,pre-COVID,0.0,78.57,21.43,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Aspirations Diploma Plus High School,Common Core Algebra,2019,124,56.14,77.41,22.59,0.0,pre-COVID,0.0,82.26,17.74,0.0,Transfer School,High school,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush
Astor Collegiate Academy,Living Environment,2022,44,69.74,34.11,65.93,31.83,COVID,25.0,36.36,38.64,0.0,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Living Environment,2020,47,54.64,80.85,19.15,0.0,COVID,0.0,36.17,44.68,19.15,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core Algebra,2020,57,56.82,68.42,31.58,0.0,COVID,0.0,40.35,47.37,12.28,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core English,2020,60,62.18,46.64,53.36,14.97,COVID,0.0,30.0,58.33,11.67,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core English,2022,85,65.77,41.14,58.86,30.59,COVID,0.0,40.0,43.53,16.47,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Living Environment,2023,90,59.14,61.11,38.89,7.79,COVID,10.0,38.89,51.11,0.0,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core Algebra,2022,92,62.83,53.28,46.72,15.23,COVID,16.3,25.0,58.7,0.0,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Living Environment,2019,103,66.73,37.88,62.12,17.48,pre-COVID,0.0,29.13,56.31,14.56,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Living Environment,2018,122,66.87,36.91,63.09,12.3,pre-COVID,0.0,28.69,61.48,9.84,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core Algebra,2023,127,60.89,50.41,49.59,10.24,COVID,11.81,33.86,47.24,7.09,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Living Environment,2017,163,64.01,50.92,49.08,14.68,pre-COVID,7.36,27.61,50.92,14.11,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core English,2018,171,60.15,48.56,51.44,21.67,pre-COVID,0.0,32.75,54.97,12.28,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core English,2017,175,62.63,38.3,61.7,22.85,pre-COVID,7.43,32.57,47.43,12.57,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core English,2023,181,67.72,34.27,65.73,32.0,COVID,0.0,33.15,49.72,17.13,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core English,2019,183,67.76,26.76,73.24,21.89,pre-COVID,8.74,29.51,51.37,10.38,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core Algebra,2018,187,61.46,52.93,47.07,5.34,pre-COVID,7.49,27.81,55.61,9.09,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core Algebra,2017,187,65.37,41.71,58.29,14.46,pre-COVID,0.0,29.41,55.61,14.97,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
Astor Collegiate Academy,Common Core Algebra,2019,196,63.8,46.41,53.59,9.7,pre-COVID,7.14,27.55,52.04,13.27,General Academic,High school,40.860443,-73.860729,925 ASTOR AVENUE,10469,Northeast Bronx
August Martin High School,Living Environment,2020,23,49.5,95.7,4.3,0.0,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core English,2020,51,63.99,45.06,54.94,23.49,COVID,11.76,88.24,0.0,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core Algebra,2020,59,52.8,81.34,18.66,0.0,COVID,0.0,88.14,11.86,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core English,2017,87,71.87,21.86,78.14,49.47,pre-COVID,0.0,88.51,11.49,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core Algebra,2022,93,62.08,51.61,48.39,5.37,COVID,13.98,53.76,32.26,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core English,2022,96,63.07,39.61,60.39,30.22,COVID,13.54,66.67,19.79,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core English,2019,112,68.31,28.57,71.43,25.01,pre-COVID,14.29,74.11,11.61,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Living Environment,2022,114,60.55,57.92,42.08,9.61,COVID,15.79,54.39,29.82,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Living Environment,2018,131,60.04,59.55,40.45,9.92,pre-COVID,11.45,76.34,12.21,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Living Environment,2019,133,64.28,44.35,55.67,15.82,pre-COVID,12.03,72.93,15.04,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core English,2018,140,65.25,32.89,67.12,29.31,pre-COVID,11.43,70.71,17.86,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core Algebra,2019,154,65.28,38.95,61.05,4.53,pre-COVID,12.34,73.38,14.29,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Living Environment,2017,161,67.19,35.43,64.57,13.7,pre-COVID,11.18,70.81,18.01,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core English,2023,161,70.87,29.17,70.83,43.49,COVID,16.15,63.35,20.5,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
