Year,DBN,Teachers,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Years in Title,B/AA Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School
2020,21K188,30,*,*,*,*,,,*,,,*,*,*,*,,,19,13.4,9.8,*,*,*,*,,
2020,21K199,55,*,*,*,*,,,*,,,*,*,*,*,,,49,11.2,10.3,*,*,*,*,,
2020,21K209,60,*,*,*,*,,,*,,,*,*,*,*,,,52,13.5,12.8,*,*,*,*,,
2020,21K212,60,*,*,*,*,,,*,,,*,*,*,6,11.1,10.6,48,13.3,10.4,*,*,*,*,,
2020,21K215,53,*,*,*,5,14.5,7.1,*,,,*,*,*,*,,,39,14.5,13,*,*,*,*,,
2020,21K216,54,*,*,*,*,,,*,,,*,*,*,*,,,48,11.4,9.8,*,*,*,*,,
2020,21K225,79,*,*,*,*,,,*,,,*,*,*,*,,,69,12.9,11.9,*,*,*,*,,
2020,21K226,77,*,*,*,*,,,*,,,*,*,*,9,7.1,6.8,61,13.3,11.3,*,*,*,*,,
2020,21K228,107,*,*,*,12,8,2.8,7,10.4,7.6,*,*,*,10,7.2,3.8,73,8.2,6.5,*,*,*,5,8,4.4
2020,21K238,51,*,*,*,*,,,*,,,*,*,*,*,,,43,16.4,13.5,*,*,*,*,,
2020,21K239,81,*,*,*,6,9.7,9.1,*,,,*,*,*,11,14.1,10.2,60,14.3,11.5,*,*,*,*,,
2020,21K253,68,*,*,*,*,,,*,,,*,*,*,8,10.7,7,48,10.8,9.5,*,*,*,6,5.1,4.8
2020,21K281,92,*,*,*,9,7.1,6.1,8,11.7,8.7,*,*,*,*,,,70,12.7,11.6,*,*,*,*,,
2020,21K288,50,*,*,*,*,,,15,10.9,8.2,*,*,*,10,7.2,4.9,20,11.5,9,*,*,*,*,,
2020,21K303,35,*,*,*,5,6.9,4.5,5,13.8,2.5,*,*,*,*,,,23,9.8,7,*,*,*,*,,
2020,21K329,32,*,*,*,*,,,14,9.7,7.4,*,*,*,6,5.4,5.1,9,19.2,19.3,*,*,*,*,,
2020,22K014,47,*,*,*,*,,,7,12.9,10.7,*,*,*,*,,,36,14.8,13.7,*,*,*,*,,
2020,22K052,58,*,*,*,*,,,5,13.9,8.1,*,*,*,6,7.1,4.8,43,14.7,10.9,*,*,*,*,,
2020,22K078,40,*,*,*,*,,,7,14.2,13.8,*,*,*,*,,,32,16.1,15,*,*,*,*,,
2020,22K109,47,*,*,*,*,,,20,10.1,6.5,*,*,*,*,,,20,9.6,8.4,*,*,*,*,,
2020,22K119,29,*,*,*,*,,,11,17.8,15.9,*,*,*,*,,,16,17.7,14.2,*,*,*,*,,
2020,22K134,47,*,*,*,*,,,*,,,*,*,*,5,13.2,10.8,38,8.9,8.2,*,*,*,*,,
2020,22K139,60,*,*,*,6,5.3,4.5,8,5.3,3.6,*,*,*,7,6.9,3,35,10.9,9.1,*,*,*,*,,
2020,22K152,45,*,*,*,*,,,12,13,8.9,*,*,*,*,,,30,11.1,9.9,*,*,*,*,,
2020,22K193,50,*,*,*,*,,,11,14.1,11,*,*,*,*,,,36,13.3,12.1,*,*,*,*,,
2020,22K194,49,*,*,*,*,,,*,,,*,*,*,6,7.1,6.3,36,12.5,10.9,*,*,*,*,,
2020,22K195,29,*,*,*,*,,,*,,,*,*,*,*,,,25,9.8,7.7,*,*,*,*,,
2020,22K197,60,*,*,*,5,5.2,5.1,*,,,*,*,*,*,,,50,11.8,11.1,*,*,*,*,,
2020,22K198,33,*,*,*,*,,,13,13.3,12.3,*,*,*,*,,,18,14.8,13.8,*,*,*,*,,
2020,22K203,49,*,*,*,*,,,8,10.1,9,*,*,*,*,,,35,15.9,13.6,*,*,*,*,,
2020,22K206,104,*,*,*,10,5,3.9,7,12,6.3,*,*,*,8,7.5,4.9,78,10.5,8.5,*,*,*,*,,
2020,22K207,79,*,*,*,*,,,*,,,*,*,*,*,,,68,13.1,11.8,*,*,*,*,,
2020,22K217,81,*,*,*,7,8.2,7.8,5,9.7,8.3,*,*,*,*,,,66,12.9,11.5,*,*,*,*,,
2020,22K222,78,*,*,*,*,,,*,,,*,*,*,*,,,73,14.2,12.9,*,*,*,*,,
2020,22K234,118,*,*,*,8,5.3,1,15,12.7,9.1,*,*,*,11,5.5,2.6,81,11.7,8.3,*,*,*,*,,
2020,22K236,38,*,*,*,*,,,*,,,*,*,*,*,,,34,11.4,10.2,*,*,*,*,,
2020,22K240,53,*,*,*,*,,,14,11.9,8.8,*,*,*,*,,,27,14.5,12.7,*,*,*,*,,
2020,22K245,27,*,*,*,*,,,10,12.3,10.1,*,*,*,*,,,14,14.1,7.9,*,*,*,*,,
2020,22K251,37,*,*,*,*,,,17,13.4,10.2,*,*,*,*,,,16,14.8,12,*,*,*,*,,
2020,22K254,48,*,*,*,*,,,*,,,*,*,*,*,,,45,15.7,11.4,*,*,*,*,,
2020,22K255,74,*,*,*,*,,,*,,,*,*,*,*,,,70,9,7.6,*,*,*,*,,
2020,22K277,34,*,*,*,*,,,*,,,*,*,*,*,,,31,13.8,11.6,*,*,*,*,,
2020,22K278,98,*,*,*,5,7.9,2.8,*,,,*,*,*,5,8.2,3.5,82,11.2,9.3,*,*,*,*,,
2020,22K312,52,*,*,*,*,,,*,,,*,*,*,*,,,49,15,14.1,*,*,*,*,,
2020,22K315,50,*,*,*,*,,,10,19.4,16.5,*,*,*,6,13.6,9.1,29,14.1,11.3,*,*,*,*,,
2020,22K326,17,*,*,*,*,,,*,,,*,*,*,*,,,12,16.9,14.7,*,*,*,*,,
2020,22K361,43,*,*,*,*,,,19,13.2,8.2,*,*,*,*,,,21,12.9,4,*,*,*,*,,
2020,22K381,22,*,*,*,*,,,*,,,*,*,*,*,,,17,12.9,10.8,*,*,*,*,,
2020,22K889,15,*,*,*,*,,,*,,,*,*,*,*,,,9,2.6,1.3,*,*,*,*,,
2020,22K890,25,*,*,*,*,,,*,,,*,*,*,*,,,17,4.1,1,*,*,*,*,,
2020,23K041,32,*,*,*,*,,,14,18.4,16.6,*,*,*,*,,,7,16.5,14.7,*,*,*,*,,
2020,23K137,21,*,*,*,*,,,11,18.5,16.9,*,*,*,*,,,5,11,6.7,*,*,*,*,,
2020,23K150,20,*,*,*,*,,,17,11.3,7.1,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K155,33,*,*,*,*,,,19,20.4,17.8,*,*,*,9,17.3,14.5,*,,,*,*,*,*,,
2020,23K156,51,*,*,*,*,,,31,11.5,8.1,*,*,*,7,18.3,18.9,8,15.5,13.2,*,*,*,*,,
2020,23K165,26,*,*,*,*,,,15,17.2,15.9,*,*,*,*,,,5,6.2,3,*,*,*,*,,
2020,23K178,26,*,*,*,*,,,19,19.4,14.6,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K184,45,*,*,*,*,,,31,13.7,8.4,*,*,*,*,,,7,11.4,9,*,*,*,*,,
2020,23K284,27,*,*,*,*,,,18,15.7,13.8,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K298,28,*,*,*,*,,,17,9.8,9.8,*,*,*,*,,,8,9.8,4.1,*,*,*,*,,
2020,23K323,41,*,*,*,*,,,29,12.8,8.2,*,*,*,*,,,5,4.3,3.1,*,*,*,*,,
2020,23K327,31,*,*,*,*,,,26,7.1,5,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K363,11,*,*,*,*,,,9,8,1.6,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K392,21,*,*,*,*,,,16,9.8,7,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K401,28,*,*,*,*,,,16,10.4,5.1,*,*,*,*,,,6,8,4.6,*,*,*,*,,
2020,23K446,32,*,*,*,*,,,14,8,3.8,*,*,*,5,5,4.2,11,6.6,4.8,*,*,*,*,,
2020,23K518,16,*,*,*,*,,,13,12.3,5.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K522,15,*,*,*,*,,,9,10.3,2.7,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K599,31,*,*,*,5,6.9,3.5,16,5.4,3.3,*,*,*,5,1.6,1.6,*,,,*,*,*,*,,
2020,23K664,19,*,*,*,*,,,7,6.5,2.5,*,*,*,*,,,6,8.8,4.6,*,*,*,*,,
2020,23K668,16,*,*,*,*,,,6,5.5,1.8,*,*,*,*,,,*,,,*,*,*,*,,
2020,23K671,17,*,*,*,*,,,13,10.8,4.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,24Q005,131,*,*,*,15,9.9,5.1,*,,,*,*,*,19,11.6,10.2,92,11.1,9.1,*,*,*,*,,
2020,24Q007,98,*,*,*,9,7.2,3,*,,,*,*,*,15,7.8,6.9,70,14.4,10.3,*,*,*,*,,
2020,24Q012,76,*,*,*,*,,,*,,,*,*,*,6,10.9,10.7,66,15.4,14.4,*,*,*,*,,
2020,24Q013,97,*,*,*,11,11.8,9.8,*,,,*,*,*,20,12.1,9.6,61,12.6,11.7,*,*,*,*,,
2020,24Q014,109,*,*,*,8,10.9,11,*,,,*,*,*,31,12,11.3,65,15.2,13.1,*,*,*,*,,
2020,24Q016,107,*,*,*,7,7.2,6.4,*,,,*,*,*,24,13.3,11.3,73,10.3,8.7,*,*,*,*,,
2020,24Q019,145,*,*,*,6,13.6,10,*,,,*,*,*,41,9.3,7.7,93,13.7,13.1,*,*,*,*,,
2020,24Q028,38,*,*,*,*,,,*,,,*,*,*,10,12,10.3,21,13.8,12.3,*,*,*,*,,
2020,24Q049,74,*,*,*,*,,,*,,,*,*,*,5,9.2,1.6,62,9.3,7.4,*,*,*,*,,
2020,24Q058,60,*,*,*,*,,,*,,,*,*,*,*,,,56,11.9,10,*,*,*,*,,
2020,24Q061,190,*,*,*,5,6.1,5.9,17,11.3,9.3,*,*,*,46,8.7,7.5,115,9.4,8.1,*,*,*,*,,
2020,24Q068,44,*,*,*,*,,,*,,,*,*,*,*,,,39,15.3,14.9,*,*,*,*,,
2020,24Q071,55,*,*,*,*,,,*,,,*,*,*,7,7,6.4,45,14.7,13,*,*,*,*,,
2020,24Q073,149,*,*,*,9,11.9,9,*,,,*,*,*,23,7.3,5.4,110,9.9,8.8,*,*,*,*,,
2020,24Q077,71,*,*,*,5,14.4,13.4,*,,,*,*,*,8,11.1,8.2,55,12.8,11.9,*,*,*,*,,
2020,24Q081,52,*,*,*,*,,,*,,,*,*,*,5,18.2,16.8,43,17.3,17,*,*,*,*,,
2020,24Q087,53,*,*,*,*,,,5,12.4,9.3,*,*,*,6,9,5.7,38,11.4,10.1,*,*,*,*,,
2020,24Q088,60,*,*,*,*,,,*,,,*,*,*,6,18.9,16.2,52,17.4,16.5,*,*,*,*,,
2020,24Q089,140,*,*,*,17,8.2,7.5,*,,,*,*,*,24,5.9,3.4,96,8.5,7.3,*,*,*,*,,
2020,24Q091,64,*,*,*,*,,,*,,,*,*,*,6,10.5,7,53,14.6,13.3,*,*,*,*,,
2020,24Q093,86,*,*,*,*,,,5,14.6,12.3,*,*,*,13,8.2,7.2,61,11.7,11.3,*,*,*,*,,
2020,24Q102,96,*,*,*,12,11.6,8.8,*,,,*,*,*,6,6.8,4.7,72,9.8,7.1,*,*,*,*,,
2020,24Q110,77,*,*,*,10,5.5,1.2,*,,,*,*,*,20,5.8,1.7,46,5.3,2.6,*,*,*,*,,
2020,24Q113,52,*,*,*,*,,,*,,,*,*,*,5,14,9.5,45,12.7,11,*,*,*,*,,
2020,24Q119,80,*,*,*,*,,,*,,,*,*,*,*,,,67,12.3,8.5,*,*,*,*,,
2020,24Q125,104,*,*,*,*,,,*,,,*,*,*,9,18.6,16.8,90,10.2,8.8,*,*,*,*,,
2020,24Q128,63,*,*,*,5,7,6.1,*,,,*,*,*,7,14,10.2,48,10.3,9.2,*,*,*,*,,
2020,24Q143,111,*,*,*,5,10.8,10.5,*,,,*,*,*,34,9.8,8.6,70,12.6,10.7,*,*,*,*,,
2020,24Q153,78,*,*,*,*,,,*,,,*,*,*,9,10,8.8,63,13,11.7,*,*,*,*,,
2020,24Q199,54,*,*,*,*,,,*,,,*,*,*,5,20.4,14.9,42,14.5,14.2,*,*,*,*,,
2020,24Q211,53,*,*,*,*,,,*,,,*,*,*,23,3.4,2.2,25,6.5,2,*,*,*,*,,
2020,24Q229,90,*,*,*,6,11.5,11.5,*,,,*,*,*,12,10.5,8.4,68,15.3,13.9,*,*,*,*,,
2020,24Q239,42,*,*,*,*,,,*,,,*,*,*,5,9.3,5.5,34,12.5,9.7,*,*,*,*,,
2020,24Q290,37,*,*,*,*,,,5,9.5,5.5,*,*,*,7,9.3,4.8,24,9.2,3.9,*,*,*,*,,
2020,24Q305,48,*,*,*,*,,,*,,,*,*,*,11,8.7,5.3,32,7.2,4.4,*,*,*,*,,
2020,24Q307,73,*,*,*,5,10.3,4.8,13,11.2,4.8,*,*,*,16,8.4,3.8,35,8.1,4.5,*,*,*,*,,
2020,24Q311,66,*,*,*,*,,,*,,,*,*,*,23,4.5,2.7,35,5.1,2.5,*,*,*,*,,
2020,24Q330,46,*,*,*,*,,,8,9.6,5.3,*,*,*,13,8,4.9,21,8,3.9,*,*,*,*,,
2020,24Q343,38,*,*,*,*,,,*,,,*,*,*,5,6.4,3.2,25,5.5,2.9,*,*,*,*,,
2020,25Q020,83,*,*,*,17,10.5,7.1,*,,,*,*,*,6,17.2,16.3,58,13.9,12,*,*,*,*,,
2020,25Q021,86,*,*,*,15,8.3,6.3,*,,,*,*,*,*,,,65,16,12.5,*,*,*,*,,
2020,25Q022,64,*,*,*,12,9.8,9.1,*,,,*,*,*,*,,,45,12.8,11.8,*,*,*,*,,
2020,25Q024,70,*,*,*,21,5.8,3.9,*,,,*,*,*,*,,,42,9.4,8.6,*,*,*,*,,
2020,25Q025,64,*,*,*,13,7.3,6.7,*,,,*,*,*,5,9.4,7.2,43,12.2,8.9,*,*,*,*,,
2020,25Q029,54,*,*,*,*,,,*,,,*,*,*,7,9.3,9,45,10.1,7.7,*,*,*,*,,
2020,25Q032,69,*,*,*,10,7.7,6.5,*,,,*,*,*,*,,,52,11.8,8.8,*,*,*,*,,
2020,25Q079,62,*,*,*,*,,,*,,,*,*,*,*,,,55,11.5,9.2,*,*,*,*,,
2020,25Q107,71,*,*,*,9,6.1,3.7,*,,,*,*,*,6,10,6.8,50,13.9,12.8,*,*,*,*,,
2020,25Q120,61,*,*,*,8,6.5,4.7,*,,,*,*,*,*,,,50,14.4,8.7,*,*,*,*,,
2020,25Q129,79,*,*,*,6,8.3,7,*,,,*,*,*,8,8.4,7,62,13.4,10.9,*,*,*,*,,
2020,25Q130,30,*,*,*,*,,,*,,,*,*,*,*,,,29,12.8,10.3,*,*,*,*,,
2020,25Q154,47,*,*,*,*,,,*,,,*,*,*,*,,,38,14.2,10.9,*,*,*,*,,
2020,25Q163,55,*,*,*,19,7.1,5.9,*,,,*,*,*,*,,,31,10.5,6.7,*,*,*,*,,
2020,25Q164,52,*,*,*,5,3.4,2.2,*,,,*,*,*,9,8.1,9,33,11.6,9.3,*,*,*,*,,
2020,25Q165,90,*,*,*,8,8.8,6,*,,,*,*,*,*,,,75,12.5,9.7,*,*,*,*,,
2020,25Q169,29,*,*,*,5,10.3,8.5,*,,,*,*,*,*,,,18,11.1,7.4,*,*,*,*,,
2020,25Q184,33,*,*,*,*,,,*,,,*,*,*,*,,,29,12.6,9.8,*,*,*,*,,
2020,25Q185,93,*,*,*,14,6.6,6.6,*,,,*,*,*,7,12.5,10.1,70,9.9,8.4,*,*,*,*,,
2020,25Q189,55,*,*,*,10,8.8,7.2,*,,,*,*,*,5,5.8,7.4,35,11.4,11.2,*,*,*,*,,
2020,25Q193,40,*,*,*,*,,,*,,,*,*,*,*,,,37,10.5,8,*,*,*,*,,
2020,25Q194,80,*,*,*,6,12.9,8.8,*,,,*,*,*,5,9.5,8.6,67,10.4,7.4,*,*,*,*,,
2020,25Q200,44,*,*,*,*,,,*,,,*,*,*,*,,,37,14,11.8,*,*,*,*,,
2020,25Q201,45,*,*,*,*,,,*,,,*,*,*,*,,,38,13,7.8,*,*,*,*,,
2020,25Q209,37,*,*,*,*,,,*,,,*,*,*,*,,,31,15.9,13.6,*,*,*,*,,
2020,25Q214,32,*,*,*,6,11.3,10.3,*,,,*,*,*,*,,,23,13.6,10.9,*,*,*,*,,
2020,25Q219,77,*,*,*,8,8.8,6.5,*,,,*,*,*,5,8.1,7.3,58,13,9.8,*,*,*,*,,
2020,25Q237,87,*,*,*,14,9.6,7.7,*,,,*,*,*,14,10.8,7.2,50,11.8,9.7,*,*,*,5,6.8,6.5
2020,25Q242,32,*,*,*,*,,,*,,,*,*,*,*,,,30,15.2,13.5,*,*,*,*,,
2020,25Q244,31,*,*,*,10,7.2,4.8,*,,,*,*,*,*,,,19,11.3,8,*,*,*,*,,
2020,25Q250,31,*,*,*,*,,,*,,,*,*,*,*,,,27,8.8,6.2,*,*,*,*,,
2020,25Q252,46,*,*,*,*,,,*,,,*,*,*,5,8.9,7.7,37,10,5.4,*,*,*,*,,
2020,25Q285,42,*,*,*,5,7.5,6.4,*,,,*,*,*,5,5.7,2.6,29,11.5,7.4,*,*,*,*,,
2020,25Q294,25,*,*,*,*,,,*,,,*,*,*,*,,,23,9.5,5.7,*,*,*,*,,
2020,25Q379,23,*,*,*,6,3.9,0.7,*,,,*,*,*,*,,,14,2.7,0.7,*,*,*,*,,
2020,25Q499,29,*,*,*,7,11.6,10.8,*,,,*,*,*,*,,,18,14,11.6,*,*,*,*,,
2020,26Q018,36,*,*,*,*,,,*,,,*,*,*,*,,,34,11.7,8.5,*,*,*,*,,
2020,26Q026,48,*,*,*,6,6.9,3.2,*,,,*,*,*,*,,,37,12.1,9.5,*,*,*,*,,
2020,26Q031,40,*,*,*,*,,,*,,,*,*,*,*,,,34,11.2,10,*,*,*,*,,
2020,26Q041,33,*,*,*,5,12.2,9.8,*,,,*,*,*,*,,,26,11.1,8.3,*,*,*,*,,
2020,26Q046,49,*,*,*,*,,,*,,,*,*,*,*,,,37,11.5,10.1,*,*,*,*,,
2020,26Q067,63,*,*,*,7,6.1,5.4,*,,,*,*,*,*,,,50,8.9,6.8,*,*,*,*,,
2020,26Q074,74,*,*,*,6,13.1,7.8,*,,,*,*,*,6,15.4,7.7,60,10.7,9.6,*,*,*,*,,
2020,26Q094,25,*,*,*,*,,,*,,,*,*,*,*,,,20,14.3,10,*,*,*,*,,
2020,26Q098,22,*,*,*,*,,,*,,,*,*,*,*,,,18,12.3,8.2,*,*,*,*,,
2020,26Q115,43,*,*,*,*,,,*,,,*,*,*,6,9.1,6.6,35,13.6,10.9,*,*,*,*,,
2020,26Q133,41,*,*,*,*,,,*,,,*,*,*,*,,,37,11.8,8.1,*,*,*,*,,
2020,26Q158,68,*,*,*,8,3.6,0.8,*,,,*,*,*,*,,,54,11.9,9.9,*,*,*,*,,
2020,26Q159,45,*,*,*,*,,,*,,,*,*,*,*,,,38,12.9,7.9,*,*,*,*,,
2020,26Q162,41,*,*,*,8,10.9,5.8,*,,,*,*,*,*,,,30,13.5,12.7,*,*,*,*,,
2020,26Q172,65,*,*,*,5,7.3,4.4,*,,,*,*,*,8,11.5,11.5,49,11.2,8.9,*,*,*,*,,
2020,26Q173,62,*,*,*,15,7.9,6.2,*,,,*,*,*,*,,,38,12.5,10,*,*,*,5,6.9,4.1
2020,26Q178,38,*,*,*,6,13.9,9.3,*,,,*,*,*,*,,,27,7,5.2,*,*,*,*,,
2020,26Q186,62,*,*,*,*,,,*,,,*,*,*,5,11,9,51,11.3,8.8,*,*,*,*,,
2020,26Q188,41,*,*,*,5,12.5,12.2,*,,,*,*,*,*,,,33,13.2,10.1,*,*,*,*,,
2020,26Q191,25,*,*,*,*,,,*,,,*,*,*,*,,,23,14.9,13,*,*,*,*,,
2020,26Q203,56,*,*,*,7,9.7,8.4,*,,,*,*,*,*,,,44,13,11.4,*,*,*,*,,
2020,26Q205,23,*,*,*,*,,,*,,,*,*,*,*,,,18,12.2,7.8,*,*,*,*,,
2020,26Q213,33,*,*,*,5,11,10,*,,,*,*,*,*,,,25,15.7,13,*,*,*,*,,
2020,26Q216,89,*,*,*,11,14.8,10.8,17,12,6.5,*,*,*,6,12.8,8.1,50,10.2,6.9,*,*,*,5,6.6,4.3
2020,26Q221,40,*,*,*,*,,,*,,,*,*,*,*,,,35,11.4,9.7,*,*,*,*,,
2020,26Q266,48,*,*,*,*,,,*,,,*,*,*,7,9.1,7.1,37,14.7,9.7,*,*,*,*,,
2020,26Q376,18,*,*,*,5,3,1.4,*,,,*,*,*,*,,,8,3.6,1.4,*,*,*,*,,
2020,27Q042,54,*,*,*,5,15,10,18,11.6,10.3,*,*,*,6,12.3,8.5,24,11.5,9.1,*,*,*,*,,
2020,27Q043,70,*,*,*,*,,,12,15.2,10.5,*,*,*,8,8,4.2,46,11.2,9.8,*,*,*,*,,
2020,27Q045,30,*,*,*,*,,,5,9.5,8.3,*,*,*,*,,,20,12.2,10.2,*,*,*,*,,
2020,27Q047,27,*,*,*,*,,,*,,,*,*,*,*,,,23,11.6,6.1,*,*,*,*,,
2020,27Q051,19,*,*,*,*,,,*,,,*,*,*,*,,,14,11.9,9.2,*,*,*,*,,
2020,27Q053,19,*,*,*,*,,,*,,,*,*,*,*,,,9,7.7,2.6,*,*,*,*,,
2020,27Q056,26,*,*,*,*,,,*,,,*,*,*,*,,,22,10.5,8.6,*,*,*,*,,
2020,27Q060,81,*,*,*,*,,,*,,,*,*,*,14,11.6,10.2,61,13.5,13,*,*,*,*,,
2020,27Q062,61,*,*,*,*,,,*,,,*,*,*,5,11,8.6,48,11.4,9.9,*,*,*,*,,
2020,27Q063,81,*,*,*,*,,,*,,,*,*,*,*,,,71,14.3,12.8,*,*,*,*,,
2020,27Q064,35,*,*,*,*,,,*,,,*,*,*,*,,,29,16.1,13.1,*,*,*,*,,
2020,27Q065,37,*,*,*,*,,,*,,,*,*,*,6,13.1,13,28,13,11.8,*,*,*,*,,
2020,27Q066,37,*,*,*,*,,,*,,,*,*,*,*,,,33,12.5,10.9,*,*,*,*,,
2020,27Q090,53,*,*,*,*,,,*,,,*,*,*,10,15.8,15.8,38,14.7,14.1,*,*,*,*,,
2020,27Q096,21,*,*,*,*,,,8,10.2,4.8,*,*,*,*,,,7,10.4,6.5,*,*,*,*,,
2020,27Q097,49,*,*,*,*,,,*,,,*,*,*,9,12.7,9.4,36,14.6,12.3,*,*,*,*,,
2020,27Q100,65,*,*,*,*,,,6,23.7,19.5,*,*,*,6,14.8,11.6,50,14.2,11.8,*,*,*,*,,
2020,27Q104,49,*,*,*,*,,,9,13.1,11.9,*,*,*,*,,,34,14.5,12.1,*,*,*,*,,
2020,27Q105,70,*,*,*,*,,,6,21.6,11.7,*,*,*,6,9.8,7.5,57,12.8,10.6,*,*,*,*,,
2020,27Q106,18,*,*,*,*,,,8,3.5,2.5,*,*,*,*,,,5,9.8,8.4,*,*,*,*,,
2020,27Q108,91,*,*,*,*,,,*,,,*,*,*,6,11.8,9.9,79,9.8,8.1,*,*,*,*,,
2020,27Q114,50,*,*,*,*,,,*,,,*,*,*,*,,,50,13.1,9.2,*,*,*,*,,
2020,27Q123,45,*,*,*,*,,,12,11.9,10.9,*,*,*,*,,,24,18.6,17.4,*,*,*,*,,
2020,27Q124,67,*,*,*,*,,,17,14.5,11.5,*,*,*,*,,,42,13.2,11.7,*,*,*,*,,
2020,27Q137,128,*,*,*,11,10.2,9.1,8,14.8,12.4,*,*,*,22,9.2,8.5,81,12.6,10.5,*,*,*,5,5.1,3.5
2020,27Q146,43,*,*,*,*,,,*,,,*,*,*,*,,,40,16.6,12.9,*,*,*,*,,
2020,27Q155,34,*,*,*,*,,,14,14.3,13.5,*,*,*,*,,,15,16.3,15.3,*,*,*,*,,
2020,27Q183,52,*,*,*,*,,,10,15.1,12.5,*,*,*,5,8.6,8,35,10.2,7,*,*,*,*,,
2020,27Q197,44,*,*,*,5,3,3,10,14.1,3.4,*,*,*,16,9.3,4.2,13,13.2,10.8,*,*,*,*,,
2020,27Q202,72,*,*,*,6,9.8,7.1,5,11.7,6.4,*,*,*,7,14.6,8.9,53,13.1,10.5,*,*,*,*,,
2020,27Q207,63,*,*,*,*,,,*,,,*,*,*,*,,,55,14.7,13.1,*,*,*,*,,
2020,27Q210,132,*,*,*,12,8.4,6.1,19,12.7,10,*,*,*,18,11.4,9.2,77,11.3,8.8,*,*,*,6,6.6,4.1
2020,27Q223,45,*,*,*,*,,,13,21.7,16.4,*,*,*,*,,,24,17.6,14.6,*,*,*,*,,
2020,27Q226,68,*,*,*,6,9.1,7.2,32,11.2,7.8,*,*,*,9,13,10.3,17,9.4,7.8,*,*,*,*,,
2020,27Q232,64,*,*,*,*,,,*,,,*,*,*,*,,,56,14.7,9.9,*,*,*,*,,
2020,27Q253,46,*,*,*,*,,,14,11.5,9.5,*,*,*,8,7.4,5.9,22,11,7.8,*,*,*,*,,
2020,27Q254,42,*,*,*,*,,,8,21.8,13.5,*,*,*,*,,,25,12.3,11.6,*,*,*,*,,
2020,27Q273,27,*,*,*,*,,,6,9.8,4.3,*,*,*,6,6,3.8,10,13.9,6.5,*,*,*,*,,
2020,27Q282,17,*,*,*,*,,,*,,,*,*,*,*,,,13,8,2.7,*,*,*,*,,
2020,27Q297,29,*,*,*,*,,,*,,,*,*,*,*,,,22,7.5,3.1,*,*,*,*,,
2020,27Q306,31,*,*,*,*,,,*,,,*,*,*,7,7.4,6.5,21,7.4,4.5,*,*,*,*,,
2020,27Q316,33,*,*,*,*,,,*,,,*,*,*,*,,,28,5.8,3.1,*,*,*,*,,
2020,27Q317,43,*,*,*,*,,,*,,,*,*,*,*,,,39,9.7,6,*,*,*,*,,
2020,27Q318,22,*,*,*,*,,,6,14.4,3.5,*,*,*,*,,,14,7.5,3.5,*,*,*,*,,
2020,27Q319,38,*,*,*,*,,,23,6.4,3.1,*,*,*,6,3.4,2.1,6,11.4,5,*,*,*,*,,
2020,27Q323,74,*,*,*,*,,,*,,,*,*,*,8,7.5,6,56,8.7,6.5,*,*,*,*,,
2020,27Q333,27,*,*,*,*,,,8,15.2,8.8,*,*,*,*,,,15,7.7,4,*,*,*,*,,
2020,27Q362,35,*,*,*,*,,,*,,,*,*,*,5,7.6,4.4,25,5.8,3.6,*,*,*,*,,
2020,27Q377,28,*,*,*,*,,,*,,,*,*,*,5,2.8,0.8,23,4.8,1.5,*,*,*,*,,
2020,28Q008,33,*,*,*,*,,,14,14.2,8.1,*,*,*,*,,,14,10.6,8.9,*,*,*,*,,
2020,28Q040,30,*,*,*,*,,,15,11.4,9.3,*,*,*,*,,,12,10.7,8.5,*,*,*,*,,
2020,28Q048,40,*,*,*,5,9.8,5.3,17,11.7,5.6,*,*,*,*,,,12,12.9,8.1,*,*,*,*,,
2020,28Q050,60,*,*,*,8,3.9,3.9,7,8.8,6,*,*,*,5,12.6,7.9,38,10.4,10,*,*,*,*,,
2020,28Q054,39,*,*,*,9,5.2,4.4,*,,,*,*,*,8,12.6,11.8,17,12.2,10.6,*,*,*,*,,
2020,28Q055,42,*,*,*,*,,,5,17.2,8,*,*,*,*,,,34,15.1,12.9,*,*,*,*,,
2020,28Q072,26,*,*,*,*,,,16,17.1,12.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,28Q080,35,*,*,*,*,,,14,12,10,*,*,*,*,,,16,12.9,11.7,*,*,*,*,,
