School Information,,,,Active Staff,,,Teachers,,,,,
DBN,Location Code,Location Name,Location Category,Leadership,Teachers,Other Staff,Male,,,Female,,
,,,,,,,Count,Average Years in Title,Average Years at School,Count,Average Years in Title,Average Years at School
20K971,K971,SCHOOL OF MATH  SCIENCE  AND HEALTHY LIVING,ELEMENTARY,2,28,7,*,,,*,,
21K090,K090,P.S. 90 EDNA COHEN SCHOOL,ELEMENTARY,2,50,22,8,9.9,5.0,42,7.2,5.9
21K095,K095,P.S. 095 THE GRAVESEND,K-8,5,70,27,6,6.1,6.7,64,14.7,12.5
21K096,K096,I.S. 096 SETH LOW,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,86,33,23,9.0,6.8,63,6.0,4.5
21K097,K097,P.S. 97 THE HIGHLAWN,ELEMENTARY,3,64,21,*,,,*,,
21K098,K098,I.S. 98 BAY ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,74,19,25,8.8,6.0,49,14.1,11.0
21K099,K099,P.S. 099 ISAAC ASIMOV,K-8,3,61,12,17,11.6,11.0,44,10.9,8.3
21K100,K100,P.S. 100 THE CONEY ISLAND SCHOOL,ELEMENTARY,3,53,18,*,,,*,,
21K101,K101,P.S. 101 THE VERRAZANO,ELEMENTARY,3,78,48,7,12.1,12.0,71,12.1,11.2
21K121,K121,P.S. 121 NELSON A. ROCKEFELLER,K-8,2,48,15,7,8.4,6.0,41,13.0,10.0
21K128,K128,P.S. 128 BENSONHURST,ELEMENTARY,2,38,17,*,,,*,,
21K153,K153,P.S. 153 HOMECREST,ELEMENTARY,2,47,24,7,9.3,5.7,40,13.3,11.3
21K177,K177,P.S. 177 THE MARLBORO,ELEMENTARY,3,74,30,*,,,*,,
21K188,K188,P.S. 188 MICHAEL E. BERDY,ELEMENTARY,2,27,13,*,,,*,,
21K199,K199,P.S. 199 FREDERICK WACHTEL,ELEMENTARY,3,54,24,*,,,*,,
21K209,K209,P.S. 209 MARGARET MEAD,K-8,3,56,33,7,9.3,8.5,49,16.4,15.8
21K212,K212,P.S. 212 LADY DEBORAH MOODY,ELEMENTARY,3,54,34,*,,,*,,
21K215,K215,P.S. 215 MORRIS H. WEISS,ELEMENTARY,3,52,25,5,9.7,9.5,47,14.6,12.7
21K216,K216,P.S. 216 ARTURO TOSCANINI,ELEMENTARY,3,58,30,*,,,*,,
21K225,K225,P.S. K225 - THE EILEEN E. ZAGLIN,K-8,3,80,32,12,11.0,10.2,68,13.0,11.3
21K226,K226,P.S. 226 ALFRED DE B. MASON,K-8,4,80,43,15,7.8,7.6,65,14.1,11.6
21K228,K228,I.S. 228 DAVID A. BOODY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,6,113,34,33,8.2,6.7,80,7.9,5.5
21K238,K238,P.S. 238 ANNE SULLIVAN,K-8,4,51,29,9,10.4,7.3,42,11.5,10.4
21K239,K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,83,27,22,15.9,12.3,61,13.5,10.9
21K253,K253,P.S. 253,ELEMENTARY,4,65,35,*,,,*,,
21K281,K281,I.S. 281 JOSEPH B CAVALLARO,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,87,24,27,12.8,11.7,60,11.7,9.8
21K288,K288,P.S. 288 THE SHIRLEY TANYHILL,K-8,3,53,26,9,10.6,8.5,44,11.3,8.6
21K303,K303,I.S. 303 HERBERT S. EISENBERG,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,34,13,10,10.8,4.0,24,9.3,7.0
21K329,K329,P.S. 329 SURFSIDE,ELEMENTARY,3,28,15,5,10.5,10.5,23,12.8,11.7
22K014,K014,J.H.S. 014 SHELL BANK,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,53,31,10,15.4,12.9,43,13.2,12.2
22K052,K052,P.S. 052 SHEEPSHEAD BAY,ELEMENTARY,3,58,34,6,9.0,7.4,52,14.2,11.1
22K078,K078,J.H.S. 078 ROY H. MANN,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,44,26,15,19.8,19.0,29,14.6,12.6
22K109,K109,P.S. 109,K-8,3,47,29,5,10.5,7.9,42,11.5,8.9
22K119,K119,P.S. 119 AMERSFORT,ELEMENTARY,2,29,16,*,,,*,,
22K134,K134,P.S. K134,ELEMENTARY,2,48,12,*,,,*,,
22K139,K139,P.S. 139 ALEXINE A. FENTY,ELEMENTARY,3,63,28,6,3.6,3.7,57,9.1,7.3
22K152,K152,SCHOOL OF SCIENCE & TECHNOLOGY,ELEMENTARY,3,42,28,*,,,*,,
22K193,K193,P.S. 193 GIL HODGES,ELEMENTARY,2,46,24,*,,,*,,
22K194,K194,P.S. 194 RAOUL WALLENBERG,ELEMENTARY,2,51,37,6,10.5,5.2,45,12.0,11.5
22K195,K195,P.S. 195 MANHATTAN BEACH,ELEMENTARY,2,30,10,*,,,*,,
22K197,K197,P.S. 197 - THE KINGS HIGHWAY ACADEMY,ELEMENTARY,2,67,30,6,8.9,6.5,61,10.0,9.2
22K198,K198,P.S. 198 BROOKLYN,ELEMENTARY,2,29,13,*,,,*,,
22K203,K203,P.S. 203 FLOYD BENNETT SCHOOL,ELEMENTARY,2,46,36,5,11.7,9.5,41,15.5,14.1
22K206,K206,P.S. 206 JOSEPH F LAMB,K-8,4,113,31,12,5.9,4.7,101,10.8,8.1
22K207,K207,P.S. 207 ELIZABETH G. LEARY,K-8,4,75,37,6,17.9,14.5,69,13.2,11.8
22K217,K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,ELEMENTARY,4,81,28,8,15.8,7.7,73,11.0,9.5
22K222,K222,P.S. 222 KATHERINE R. SNYDER,ELEMENTARY,3,76,42,5,9.1,7.9,71,15.8,14.1
22K234,K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,106,34,25,13.9,9.1,81,12.4,8.6
22K236,K236,P.S. 236 MILL BASIN,ELEMENTARY,2,39,28,*,,,*,,
22K240,K240,ANDRIES HUDDE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,53,17,13,9.6,9.0,40,13.5,11.1
22K245,K245,P.S. 245,ELEMENTARY,1,23,8,5,12.2,7.5,18,14.7,11.8
22K251,K251,P.S. 251 PAERDEGAT,ELEMENTARY,2,29,25,*,,,*,,
22K254,K254,P.S. 254 DAG HAMMARSKJOLD,ELEMENTARY,3,48,23,6,20.3,13.6,42,16.2,12.1
22K255,K255,P.S. 255 BARBARA REING SCHOOL,ELEMENTARY,3,71,34,*,,,*,,
22K277,K277,P.S. 277 GERRITSEN BEACH,ELEMENTARY,2,32,21,*,,,*,,
22K278,K278,J.H.S. 278 MARINE PARK,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,101,41,32,8.3,6.9,69,11.0,8.9
22K312,K312,P.S. 312 BERGEN BEACH,ELEMENTARY,3,48,37,5,16.5,16.3,43,14.6,13.7
22K315,K315,P.S. K315,ELEMENTARY,2,50,33,5,7.8,4.3,45,15.3,12.0
22K326,K326,P.S. 326,EARLY CHILDHOOD,1,20,9,*,,,*,,
22K361,K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,ELEMENTARY,3,43,25,6,15.7,2.9,37,13.7,8.3
22K381,K381,I. S. 381,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,23,12,9,9.5,8.5,14,8.6,5.2
22K889,K889,P.S. 889,ELEMENTARY,1,25,6,*,,,*,,
22K890,K890,M.S. 890,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,26,6,13,5.5,2.7,13,3.4,2.1
23K041,K041,P.S. 041 FRANCIS WHITE,K-8,2,24,8,*,,,*,,
23K137,K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,ELEMENTARY,2,18,12,*,,,*,,
23K150,K150,P.S. 150 CHRISTOPHER,ELEMENTARY,2,18,12,*,,,*,,
23K155,K155,P.S./ I.S. 155 NICHOLAS HERKIMER,K-8,2,27,13,*,,,*,,
23K156,K156,P.S. 156 WAVERLY,ELEMENTARY,3,43,22,*,,,*,,
23K165,K165,P.S. 165 IDA POSNER,ELEMENTARY,2,29,19,*,,,*,,
23K178,K178,P.S. 178 SAINT CLAIR MCKELWAY,K-8,2,25,12,*,,,*,,
23K184,K184,P.S. 184 NEWPORT,K-8,3,43,30,7,14.0,8.9,36,15.2,9.6
23K284,K284,THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS  ART  A,ELEMENTARY,2,25,13,*,,,*,,
23K298,K298,P.S. 298 DR. BETTY SHABAZZ,ELEMENTARY,2,29,7,5,12.9,3.9,24,8.1,8.0
23K323,K323,P.S./I.S. 323,K-8,2,44,16,5,9.4,6.4,39,11.3,6.8
23K327,K327,P.S. 327 DR. ROSE B. ENGLISH,ELEMENTARY,3,32,21,*,,,*,,
23K363,K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,21,8,5,8.5,1.6,16,7.0,2.2
23K392,K392,I.S. 392,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,22,13,*,,,*,,
23K401,K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,ELEMENTARY,2,24,19,*,,,*,,
23K446,K446,RIVERDALE AVENUE COMMUNITY SCHOOL,ELEMENTARY,2,29,13,*,,,*,,
23K518,K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,13,9,*,,,*,,
23K522,K522,MOTT HALL IV,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,15,6,8,9.8,7.1,7,15.0,3.1
23K599,K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,ELEMENTARY,2,32,18,*,,,*,,
23K664,K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,21,8,*,,,*,,
23K668,K668,RIVERDALE AVENUE MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1,15,4,5,6.5,2.7,10,7.5,3.0
23K671,K671,MOTT HALL BRIDGES ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,18,7,*,,,*,,
24Q005,Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,127,30,36,12.9,11.8,91,13.4,10.6
24Q007,Q007,P.S. 007 LOUIS F. SIMEONE,ELEMENTARY,4,99,28,7,16.1,6.9,92,13.3,10.7
24Q012,Q012,P.S. 012 JAMES B. COLGATE,ELEMENTARY,4,69,23,*,,,*,,
24Q013,Q013,P.S. 013 CLEMENT C. MOORE,ELEMENTARY,4,94,34,9,9.5,9.4,85,13.4,12.1
24Q014,Q014,P.S. 014 FAIRVIEW,ELEMENTARY,4,101,31,10,12.9,11.6,91,14.5,12.8
24Q016,Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,ELEMENTARY,4,105,29,6,15.6,14.9,99,12.2,11.0
24Q019,Q019,P.S. 019 MARINO JEANTET,ELEMENTARY,6,143,37,14,10.3,7.8,129,13.2,12.2
24Q028,Q028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTE,EARLY CHILDHOOD,2,38,20,*,,,*,,
24Q049,Q049,P.S. 049 DOROTHY BONAWIT KOLE,K-8,4,76,23,8,11.6,8.7,68,10.5,8.2
24Q058,Q058,P.S. 58 - THE SCHOOL OF HEROES,ELEMENTARY,4,59,24,*,,,*,,
24Q061,Q061,I.S. 061 LEONARDO DA VINCI,JUNIOR HIGH-INTERMEDIATE-MIDDLE,8,187,48,36,9.2,8.2,151,10.3,8.8
24Q068,Q068,P.S. 068 CAMBRIDGE,ELEMENTARY,3,42,26,*,,,*,,
24Q071,Q071,P.S. 071 FOREST,ELEMENTARY,3,51,28,*,,,*,,
24Q073,Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,7,148,30,31,12.3,10.9,117,9.3,8.2
24Q077,Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,64,24,21,10.8,9.5,43,16.8,15.1
24Q081,Q081,P.S. 81Q JEAN PAUL RICHTER,ELEMENTARY,2,52,25,*,,,*,,
24Q087,Q087,P.S./I.S. 087 MIDDLE VILLAGE,K-8,3,48,26,10,6.1,4.8,38,14.3,12.4
24Q088,Q088,P.S. 088 SENECA,ELEMENTARY,2,58,33,9,14.6,12.0,49,16.9,15.9
24Q089,Q089,P.S. 089 ELMHURST,ELEMENTARY,6,133,41,14,6.0,3.9,119,9.6,8.4
24Q091,Q091,P.S. 091 RICHARD ARKWRIGHT,ELEMENTARY,2,71,31,8,11.1,8.1,63,12.7,10.7
24Q093,Q093,I.S. 093 RIDGEWOOD,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,89,27,29,12.5,12.0,60,10.2,9.1
24Q102,Q102,P.S. 102 BAYVIEW,K-8,4,94,21,12,11.8,6.8,82,11.8,9.1
24Q110,Q110,P.S. 110,ELEMENTARY,3,77,27,6,4.8,4.6,71,7.2,3.6
24Q113,Q113,P.S./I.S. 113 ANTHONY J. PRANZO,K-8,4,52,23,7,19.2,19.2,45,12.0,9.9
24Q119,Q119,P.S./I.S. 119 THE GLENDALE,K-8,4,80,20,11,18.8,15.9,69,10.4,6.8
24Q125,Q125,I.S. 125 THOM J. MCCANN WOODSIDE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,105,20,33,13.7,11.6,72,11.7,10.5
24Q128,Q128,P.S. 128 THE LORRAINE TUZZO  JUNIPER VALLEY ELEMEN,K-8,3,59,16,5,12.1,6.5,54,11.8,10.3
24Q143,Q143,P.S. 143 LOUIS ARMSTRONG,ELEMENTARY,6,125,38,13,15.8,10.3,112,10.6,8.6
24Q153,Q153,P.S. 153 MASPETH ELEM,ELEMENTARY,3,81,29,8,13.6,12.8,73,12.9,11.6
24Q199,Q199,P.S. 199 MAURICE A. FITZGERALD,ELEMENTARY,3,49,20,5,16.4,16.4,44,14.5,14.0
24Q211,Q211,ELM TREE ELEMENTARY SCHOOL,ELEMENTARY,3,73,16,9,4.6,3.0,64,5.8,2.9
24Q229,Q229,P.S. 229 EMANUEL KAPLAN,ELEMENTARY,4,84,42,6,10.4,10.2,78,16.0,14.3
24Q239,Q239,P.S. 239,ELEMENTARY,3,41,16,*,,,*,,
24Q290,Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRA,ELEMENTARY,2,37,16,*,,,*,,
24Q305,Q305,LEARNERS AND LEADERS,ELEMENTARY,3,46,28,*,,,*,,
24Q307,Q307,PIONEER ACADEMY,ELEMENTARY,4,65,18,10,9.2,7.2,55,10.3,5.6
24Q311,Q311,CORONA ARTS & SCIENCES ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,76,14,17,7.4,3.4,59,6.0,3.6
24Q330,Q330,HELEN M. MARSHALL SCHOOL,ELEMENTARY,3,40,11,*,,,*,,
24Q343,Q343,THE CHILDREN'S LAB SCHOOL,ELEMENTARY,2,42,18,*,,,*,,
25Q020,Q020,P.S. 020 JOHN BOWNE,ELEMENTARY,5,86,29,8,16.5,14.9,78,13.9,11.7
25Q021,Q021,P.S. 021 EDWARD HART,ELEMENTARY,3,90,29,6,11.0,9.3,84,14.4,11.8
25Q022,Q022,P.S. 022 THOMAS JEFFERSON,ELEMENTARY,3,63,34,5,12.2,10.6,58,13.3,12.0
25Q024,Q024,P.S. 024 ANDREW JACKSON,ELEMENTARY,5,79,43,*,,,*,,
25Q025,Q025,I.S. 025 ADRIEN BLOCK,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,67,21,27,12.2,10.4,40,11.0,8.2
25Q029,Q029,P.S. 029 QUEENS,ELEMENTARY,3,55,17,*,,,*,,
25Q032,Q032,P.S. 032 STATE STREET,ELEMENTARY,2,66,24,5,15.9,10.3,61,10.4,8.3
25Q079,Q079,P.S. 079 FRANCIS LEWIS,ELEMENTARY,3,64,17,9,10.0,7.2,55,11.8,9.2
25Q107,Q107,P.S. 107 THOMAS A DOOLEY,ELEMENTARY,3,69,36,5,6.4,3.4,64,13.9,12.0
25Q120,Q120,P.S. 120 QUEENS,ELEMENTARY,4,58,30,6,16.0,11.1,52,14.7,9.8
25Q129,Q129,P.S. 129 PATRICIA LARKIN,ELEMENTARY,3,92,31,9,17.3,14.9,83,12.2,9.8
25Q130,Q130,P.S. 130,ELEMENTARY,2,31,13,*,,,*,,
25Q154,Q154,P.S. 154 QUEENS,ELEMENTARY,2,43,22,7,13.1,8.4,36,15.6,12.2
25Q163,Q163,P.S. 163 FLUSHING HEIGHTS,ELEMENTARY,3,58,14,5,5.3,5.0,53,9.8,7.4
25Q164,Q164,P.S. 164 QUEENS VALLEY,K-8,3,55,16,9,12.4,10.3,46,11.5,10.0
25Q165,Q165,P.S. 165 EDITH K. BERGTRAUM,ELEMENTARY,3,83,27,7,9.0,8.7,76,12.1,9.6
25Q169,Q169,P.S. 169 BAY TERRACE,ELEMENTARY,2,26,14,*,,,*,,
25Q184,Q184,P.S. 184 FLUSHING MANOR,ELEMENTARY,2,33,16,*,,,*,,
25Q185,Q185,J.H.S. 185 EDWARD BLEEKER,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,95,31,21,11.0,9.9,74,11.2,9.8
25Q189,Q189,J.H.S. 189 DANIEL CARTER BEARD,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,51,20,12,11.8,11.1,39,9.5,8.9
25Q193,Q193,P.S. 193 ALFRED J. KENNEDY,ELEMENTARY,2,42,17,*,,,*,,
25Q194,Q194,J.H.S. 194 WILLIAM CARR,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,77,18,21,13.1,9.1,56,12.1,9.9
25Q200,Q200,P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIE,K-8,2,44,19,5,15.0,13.0,39,13.8,10.9
25Q201,Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESE,ELEMENTARY,3,41,18,5,8.0,5.0,36,12.5,7.6
25Q209,Q209,P.S. 209 CLEARVIEW GARDENS,ELEMENTARY,2,38,18,5,14.9,12.9,33,15.8,13.2
25Q214,Q214,P.S. 214 CADWALLADER COLDEN,ELEMENTARY,2,30,16,*,,,*,,
25Q219,Q219,P.S. 219 PAUL KLAPPER,K-8,3,78,29,12,13.8,9.7,66,11.6,8.9
25Q237,Q237,I.S. 237,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,86,29,35,12.6,10.8,51,10.9,8.8
25Q242,Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO,EARLY CHILDHOOD,1,33,11,*,,,*,,
25Q244,Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,EARLY CHILDHOOD,3,32,9,*,,,*,,
25Q250,Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,30,7,12,12.9,8.5,18,9.7,7.6
25Q252,Q252,QUEENS SCHOOL OF INQUIRY  THE,SECONDARY SCHOOL,3,51,7,19,10.7,6.9,32,9.5,6.3
25Q285,Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,SECONDARY SCHOOL,3,41,17,17,10.9,8.0,24,11.1,7.4
25Q294,Q294,BELL ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,27,10,9,13.7,7.1,18,8.9,5.8
25Q379,Q379,COLLEGE POINT COLLABORATIVE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,41,10,12,4.9,1.8,29,3.6,1.7
25Q499,Q499,THE QUEENS COLLEGE SCHOOL FOR MATH  SCIENCE AND TE,K-8,2,30,8,5,8.2,8.2,25,12.3,10.9
26Q018,Q018,P.S. 018 WINCHESTER,ELEMENTARY,2,36,14,*,,,*,,
26Q026,Q026,P.S. 026 RUFUS KING,ELEMENTARY,2,51,17,5,10.6,9.2,46,12.9,9.5
26Q031,Q031,P.S. 031 BAYSIDE,ELEMENTARY,2,31,14,*,,,*,,
26Q041,Q041,P.S. 041 CROCHERON,ELEMENTARY,2,31,20,*,,,*,,
26Q046,Q046,P.S. 046 ALLEY POND,ELEMENTARY,2,50,29,*,,,*,,
26Q067,Q067,J.H.S. 067 LOUIS PASTEUR,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,66,12,21,9.0,7.0,45,10.5,7.7
26Q074,Q074,J.H.S. 074 NATHANIEL HAWTHORNE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,70,28,24,11.4,7.6,46,13.0,11.3
26Q094,Q094,P.S. 094 DAVID D. PORTER,ELEMENTARY,1,28,12,*,,,*,,
26Q098,Q098,P.S. 098 THE DOUGLASTON SCHOOL,ELEMENTARY,1,23,11,*,,,*,,
26Q115,Q115,THE JAMES J. AMBROSE SCHOOL,ELEMENTARY,2,42,15,*,,,*,,
26Q133,Q133,P.S. 133 QUEENS,ELEMENTARY,2,40,19,5,11.2,5.4,35,12.1,8.8
26Q158,Q158,M.S. 158 MARIE CURIE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,62,16,14,11.5,8.9,48,13.5,11.3
26Q159,Q159,P.S. 159,ELEMENTARY,2,45,23,*,,,*,,
26Q162,Q162,P.S. 162 JOHN GOLDEN,ELEMENTARY,2,43,20,*,,,*,,
26Q172,Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,64,9,14,14.4,11.6,50,12.2,10.5
26Q173,Q173,P.S. 173 FRESH MEADOWS,ELEMENTARY,3,59,21,*,,,*,,
26Q178,Q178,P.S./ IS 178 HOLLISWOOD,K-8,2,44,14,*,,,*,,
26Q186,Q186,P.S. 186 CASTLEWOOD,ELEMENTARY,2,61,17,5,10.3,7.4,56,12.4,9.9
26Q188,Q188,P.S. 188 KINGSBURY,ELEMENTARY,2,45,12,*,,,*,,
26Q191,Q191,P.S. 191 MAYFLOWER,ELEMENTARY,2,27,11,*,,,*,,
26Q203,Q203,P.S. 203 OAKLAND GARDENS,ELEMENTARY,2,53,22,7,12.4,6.3,46,15.1,14.0
26Q205,Q205,P.S. 205 ALEXANDER GRAHAM BELL,ELEMENTARY,1,22,9,*,,,*,,
26Q213,Q213,P.S. 213 THE CARL ULLMAN SCHOOL,ELEMENTARY,2,33,22,*,,,*,,
26Q216,Q216,J.H.S. 216 GEORGE J. RYAN,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,89,15,19,13.5,10.8,70,11.2,7.4
26Q221,Q221,P.S. 221 THE NORTH HILLS SCHOOL,ELEMENTARY,2,42,16,*,,,*,,
26Q266,Q266,P.S./I.S. 266,K-8,2,51,18,8,14.7,7.8,43,12.9,9.1
26Q376,Q376,P.S. 376,ELEMENTARY,2,28,13,*,,,*,,
26Q390,Q390,THE CIVIC SCHOOL OF BAYSIDE HILLS,ELEMENTARY,1,8,5,*,,,*,,
27Q042,Q042,P.S./M.S 042 R. VERNAM,K-8,3,55,27,6,13.5,9.3,49,13.5,10.5
27Q043,Q043,P.S. 043,K-8,4,69,31,13,12.0,11.8,56,12.6,10.6
27Q045,Q045,P.S. 045 CLARENCE WITHERSPOON,ELEMENTARY,2,26,16,*,,,*,,
27Q047,Q047,P.S. 047 CHRIS GALAS,K-8,2,28,14,*,,,*,,
27Q051,Q051,P.S. 051,EARLY CHILDHOOD,1,17,7,*,,,*,,
27Q053,Q053,M.S. 053 BRIAN PICCOLO,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,20,10,*,,,*,,
27Q056,Q056,P.S. 056 HARRY EICHLER,ELEMENTARY,2,26,10,*,,,*,,
27Q060,Q060,P.S. 060 WOODHAVEN,ELEMENTARY,5,79,22,*,,,*,,
27Q062,Q062,P. S. 62 - CHESTER PARK SCHOOL,ELEMENTARY,4,60,22,*,,,*,,
27Q063,Q063,P.S. 063 OLD SOUTH,ELEMENTARY,4,77,34,6,12.0,11.2,71,16.8,15.5
27Q064,Q064,P.S. 064 JOSEPH P. ADDABBO,ELEMENTARY,2,33,12,*,,,*,,
27Q065,Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,ELEMENTARY,2,36,8,*,,,*,,
27Q066,Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,ELEMENTARY,3,36,17,*,,,*,,
27Q090,Q090,P.S. 090 HORACE MANN,ELEMENTARY,3,47,26,*,,,*,,
27Q096,Q096,P.S. 096,ELEMENTARY,2,20,5,*,,,*,,
27Q097,Q097,P.S. 097 FOREST PARK,ELEMENTARY,3,46,19,*,,,*,,
27Q100,Q100,P.S. 100 GLEN MORRIS,ELEMENTARY,3,62,25,*,,,*,,
27Q104,Q104,P.S. 104 THE BAYS WATER,ELEMENTARY,3,52,24,5,12.5,7.8,47,13.6,11.8
27Q105,Q105,P.S. 105 THE BAY SCHOOL,K-8,3,65,32,12,12.8,11.0,53,13.0,11.0
27Q106,Q106,LIGHTHOUSE ELEMENTARY SCHOOL,ELEMENTARY,2,19,11,*,,,*,,
27Q108,Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,ELEMENTARY,5,88,31,6,11.3,9.3,82,11.3,9.3
27Q114,Q114,P.S./M.S. 114 BELLE HARBOR,K-8,3,49,21,5,15.1,9.1,44,12.9,9.2
27Q123,Q123,P.S. 123,ELEMENTARY,3,44,24,*,,,*,,
27Q124,Q124,P.S. 124 OSMOND A CHURCH,K-8,4,62,14,9,13.6,12.1,53,14.5,12.8
27Q137,Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,JUNIOR HIGH-INTERMEDIATE-MIDDLE,7,127,30,31,12.0,9.3,96,12.6,10.9
27Q146,Q146,P.S. 146 HOWARD BEACH,K-8,2,40,16,*,,,*,,
27Q155,Q155,P.S. 155,ELEMENTARY,3,35,13,*,,,*,,
27Q183,Q183,P.S. 183 DR. RICHARD R. GREEN,K-8,3,46,20,*,,,*,,
27Q197,Q197,P.S. 197 THE OCEAN SCHOOL,ELEMENTARY,2,38,20,5,8.8,5.0,33,12.2,8.2
27Q202,Q202,J.H.S. 202 ROBERT H. GODDARD,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,69,22,15,11.5,9.3,54,13.3,10.6
27Q207,Q207,P.S. 207 ROCKWOOD PARK,K-8,3,63,23,7,13.6,8.6,56,14.6,12.4
27Q210,Q210,J.H.S. 210 ELIZABETH BLACKWELL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,119,31,30,11.4,8.2,89,11.7,9.6
27Q223,Q223,P.S. 223 LYNDON B. JOHNSON,ELEMENTARY,3,41,21,*,,,*,,
27Q226,Q226,J.H.S. 226 VIRGIL I. GRISSOM,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,67,20,12,15.0,13.2,55,9.7,6.5
27Q232,Q232,P.S. 232 LINDENWOOD,K-8,3,63,16,10,14.4,7.3,53,15.7,11.5
27Q253,Q253,P.S. 253,ELEMENTARY,3,44,19,*,,,*,,
27Q254,Q254,P.S. 254 - THE ROSA PARKS SCHOOL,ELEMENTARY,3,43,16,7,18.0,14.3,36,15.1,12.7
27Q273,Q273,P.S. 273,ELEMENTARY,2,27,12,*,,,*,,
27Q282,Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,18,4,*,,,*,,
27Q297,Q297,HAWTREE CREEK MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,29,10,*,,,*,,
